資料名,編著者,標記年/刊行年,作成機関/出版者,大きさ,備考,五十年史番号,目録番号,区分1,区分2,画像注記,区分3,正副,内容注記,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
dcterms:title,dcterms:creator,dcterms:date,dcterms:publisher,dcterms:extent,archiveshub:note,fnenshi:fnenshiNumber,fnenshi:catalogNumber,fnenshi:categoy1,fnenshi:categoy2,fnenshi:imageNote,fnenshi:categoy3,fnenshi:duplicate,fnenshi:contentNote,iiif viewer,bibo:identifier,dcterms:isPartOf,dcterms:relation,dcterms:rights,foaf:thumbnail,rdfs:seeAlso,sc:attributionLabel,sc:viewingDirection,sc:viewingHint,uterms:databaseLabel,uterms:sort,uterms:year,uterms:manifestUri,uterms:searchApiUri,uterms:annotedManifest,uterms:linkToTapas,uterms:rtf,31437
東京大学法理文学部記録  文部省開申雑之部  明治十一月一月ヨリ十二月マテ,,明治11年1月~明治11年12月 (1878~1878),東京大学,267×188,重要文化財,244-1,231,I史料,1.東京大学関係,,1-2 東京大学時代(明治10年~明治19年),副本,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/937c60b0-86fe-8a99-3d7b-267c760818b4.json,937c60b0-86fe-8a99-3d7b-267c760818b4,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi/document/937c60b0-86fe-8a99-3d7b-267c760818b4,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/75b5b35a8ce7c3281d5fe04f09e901d31b7d3796.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/482286,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,五十年史史料,438,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/937c60b0-86fe-8a99-3d7b-267c760818b4/manifest,,,,,277
東京大学法理文学部記録  文部省来書雑之部  明治十一年一月ヨリ十二月マテ,,明治11年1月~明治11年12月 (1878~1878),東京大学,267×188,重要文化財,244-2,232,I史料,1.東京大学関係,,1-2 東京大学時代(明治10年~明治19年),副本,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/c72c0199-9b4a-7538-22ca-a430c38b266d.json,c72c0199-9b4a-7538-22ca-a430c38b266d,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi/document/c72c0199-9b4a-7538-22ca-a430c38b266d,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/25258fafbcd752be13c331317b8354fba35fabee.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/482287,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,五十年史史料,439,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/c72c0199-9b4a-7538-22ca-a430c38b266d/manifest,,,,,327
東京大学法理文学部記録  本省会計局照会  明治十一年,,明治11年1月~明治11年12月 (1878~1878),東京大学,269×189,重要文化財,245-1,233,I史料,1.東京大学関係,,1-2 東京大学時代(明治10年~明治19年),副本,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/da312eea-3687-4c45-2363-41a5f9c7590b.json,da312eea-3687-4c45-2363-41a5f9c7590b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi/document/da312eea-3687-4c45-2363-41a5f9c7590b,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/782600b935d4fe6e40645087cce3f7962747c0ea.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/482288,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,五十年史史料,440,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/da312eea-3687-4c45-2363-41a5f9c7590b/manifest,,,,,139
東京大学法理文学部記録  諸向往復  明治十一年,,明治11年1月~明治11年12月 (1878~1878),東京大学,269×189,重要文化財,245-2,234,I史料,1.東京大学関係,,1-2 東京大学時代(明治10年~明治19年),副本,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7acc08ce-32d0-4135-31b2-bd3c5a6e22f0.json,7acc08ce-32d0-4135-31b2-bd3c5a6e22f0,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi/document/7acc08ce-32d0-4135-31b2-bd3c5a6e22f0,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/2a68ab88b613facc74c8f5addbb52da265a4e831.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/482289,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,五十年史史料,441,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7acc08ce-32d0-4135-31b2-bd3c5a6e22f0/manifest,,,,,269
東京大学法理文学部記録  本省来書  明治十三年,,明治13年1月~明治13年12月 (1880~1880),東京大学,269×188,重要文化財,247-1,241,I史料,1.東京大学関係,,1-2 東京大学時代(明治10年~明治19年),副本,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6c5f74bf-83d5-92aa-8eb0-be99b5ba0389.json,6c5f74bf-83d5-92aa-8eb0-be99b5ba0389,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi/document/6c5f74bf-83d5-92aa-8eb0-be99b5ba0389,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f67e5f1a461e64fa8c7f95a63d4bd335c4fb760e.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/482290,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,五十年史史料,444,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6c5f74bf-83d5-92aa-8eb0-be99b5ba0389/manifest,,,,,249
東京大学法理文学部記録  本省来書  明治十三年,,明治13年1月~明治13年12月 (1880~1880),東京大学,269×188,重要文化財,247-2,242,I史料,1.東京大学関係,,1-2 東京大学時代(明治10年~明治19年),副本,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ff1d5d8a-879a-041b-8702-060b462613d3.json,ff1d5d8a-879a-041b-8702-060b462613d3,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi/document/ff1d5d8a-879a-041b-8702-060b462613d3,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/3762313d593740e5562cb3050bd1a8f8b30eb916.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/482291,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,五十年史史料,445,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ff1d5d8a-879a-041b-8702-060b462613d3/manifest,,,,,228
東京大学法理文学部記録  本省准允  明治十三年,,明治13年1月~明治13年12月 (1880~1880),東京大学,269×188,重要文化財,247-3,243,I史料,1.東京大学関係,,1-2 東京大学時代(明治10年~明治19年),副本,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/43f72256-947e-37dc-1025-ac31d4fe7d4c.json,43f72256-947e-37dc-1025-ac31d4fe7d4c,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi/document/43f72256-947e-37dc-1025-ac31d4fe7d4c,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/4f371e47e11a8253eca08f8937a58b754ba33619.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/482292,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,五十年史史料,446,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/43f72256-947e-37dc-1025-ac31d4fe7d4c/manifest,,,,,94
日記  慶応四年自閏四月至十二月,,慶応4年4月~明治元年12月 (1868~1868),,268×195,重要文化財,249,90,I史料,1.東京大学関係,,1-1 東京大学前史,正本,医学部関係書類。表紙に「東京大学医学部」と記載されるが、後筆と推測,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b8a1d011-6c8a-41f5-79a4-e0b96c1699e5.json,b8a1d011-6c8a-41f5-79a4-e0b96c1699e5,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi/document/b8a1d011-6c8a-41f5-79a4-e0b96c1699e5,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/85473be887728614992e4dfcfae6767e4882db40.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/482293,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,五十年史史料,449,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b8a1d011-6c8a-41f5-79a4-e0b96c1699e5/manifest,,,,,214
医学校日記  明治元年六月ヨリ十二月マテ,,明治元年6月~明治元年12月 (1868~1868),医学所,235×154,重要文化財,250-1,94,I史料,1.東京大学関係,画像なし,1-1 東京大学前史,正本,医学部関係書類,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/847c3888-794d-a314-5f2b-5235e89d1109.json,847c3888-794d-a314-5f2b-5235e89d1109,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi/document/847c3888-794d-a314-5f2b-5235e89d1109,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/482294,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,五十年史史料,450,,,,,,,0
給費願伺届達回答  明治九年中,,明治9年1月~明治9年12月 (1876~1876),東京医学校,268×194,重要文化財,251,207,I史料,1.東京大学関係,,1-1 東京大学前史,副本,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a7ac2b41-986e-9e48-0633-33387ff9a0e9.json,a7ac2b41-986e-9e48-0633-33387ff9a0e9,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi/document/a7ac2b41-986e-9e48-0633-33387ff9a0e9,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c1e51f3f19bfdb3af45ca040f12d349ff8350603.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/482295,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,五十年史史料,452,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a7ac2b41-986e-9e48-0633-33387ff9a0e9/manifest,,,,,223
米国人ムレー入院始末  明治七年五月ヨリ  同八年 七月マテ,,明治7年5月~明治8年7月 (1874~1875),東京医学校,268×194,重要文化財,252,186,I史料,1.東京大学関係,画像なし,1-1 東京大学前史,副本,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ab25c00a-6174-7503-424f-5f3ba1f12780.json,ab25c00a-6174-7503-424f-5f3ba1f12780,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi/document/ab25c00a-6174-7503-424f-5f3ba1f12780,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/482296,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,五十年史史料,453,,,,,,,0
医学校職員  明治四年,,明治2年~明治4年 (1869~1871),東校,265×186,重要文化財,253,109,I史料,1.東京大学関係,画像なし,1-1 東京大学前史,副本,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e9178de1-3dcb-740f-1ca1-b4de6f8d8ee7.json,e9178de1-3dcb-740f-1ca1-b4de6f8d8ee7,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi/document/e9178de1-3dcb-740f-1ca1-b4de6f8d8ee7,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/482297,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,五十年史史料,454,,,,,,,0
省使府県往復文書  明治五年壬申一月ヨリ十二月迄,,明治5年1月~明治5年12月 (1872~1872),第一大学区医学校,269×194,重要文化財,256,131,I史料,1.東京大学関係,画像なし,1-1 東京大学前史,副本,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3e47472c-2d02-889d-264b-f261146885aa.json,3e47472c-2d02-889d-264b-f261146885aa,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/50nenshi/document/3e47472c-2d02-889d-264b-f261146885aa,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/482298,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,五十年史史料,458,,,,,,,0
