タイトル	タイトル	タイトルよみ	請求番号	和暦	地域	題種・題名	題種・題名よみ	作者名	作者名よみ	書誌備考	刊写	体裁	親書誌	大分類	中分類	小分類	月	日	西暦	月日	刊記	板元	元号	劇場	内題下	演奏者	統一劇場	刊年	興行人	内題下よみ	iiif viewer	ID	ウェブサイトURL	アイテムURL	利用条件	サムネイル	機械可読ドキュメント	帰属	viewingDirection	viewingHint	コレクション	ソート用項目	IIIFマニフェストURI	IIIF Search API URI	アノテーション付きIIIFマニフェストURI	Link to TAPAS Project	Text with Rich Text Format	# of media
出世隅田川	しゆつせすみだがわ	しゅっせすみだがわ	黒4143-0011	元禄14	江戸			市河 団十郎	いちかわ だんじゅうろう	絵入狂言本の透写。ただし挿絵は写されず。表紙は題簽および絵題簽の一部を写す	写	半紙本。1冊。12丁。19行		歌舞伎	狂言本		00	00	1701		元禄十四年辛巳[以下原本破れ]		元禄	中村座			中村座	元禄14年			http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f86c1692-611f-4c35-b37f-686361ff2f34.json	f86c1692-611f-4c35-b37f-686361ff2f34	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/f86c1692-611f-4c35-b37f-686361ff2f34	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d989fede4cd03427627da27cddb181372b699bbc.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/280254	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				2825	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f86c1692-611f-4c35-b37f-686361ff2f34/manifest					13
今源氏六十帖	いまげんじろくじうでう	いまげんじろくじゅうじょう	黒4143-0015	元禄08	京都					絵入狂言本の写真。最終頁に「舌代/今源氏六十帖漸く/出来候間不取敢御届/申し候/十二月廿六日 高野/黒木様/此原本名古屋平出氏所蔵の処故ありて某氏の/手に帰す 今これを複写して後日の用に供ふ 昭和改元ノ日」と記した紙の貼り込みあり。	刊	写真帳。1冊。写真22枚。15行		歌舞伎	台帳		01	00	1695	01・			元禄	四条大芝居			四条大芝居		名代:早雲 長太夫。座本:山村 伝十郎。		http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7b49d898-319b-4f21-9ba8-b4118bc2d33e.json	7b49d898-319b-4f21-9ba8-b4118bc2d33e	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/7b49d898-319b-4f21-9ba8-b4118bc2d33e	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/80e1b90c7b9a9fe8d40351d7416ab6302b6aa3dd.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/280255	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				2826	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7b49d898-319b-4f21-9ba8-b4118bc2d33e/manifest					28
初夢富士見曽我		はつゆめふじみそが	黒4143-0017							絵入根本。原題簽。撰作、談洲楼焉馬。文化九年、同序。画工、松高斎春亭。浄書、石原駒知道。第2冊に塩屋長兵衛の奥目録、第3冊に「金伝」の印記、各冊に「貸本/雲州松江/沢屋弥蔵/京橋通」および「沢弥」の印記あり。	刊	半紙本。4冊。第1冊・14丁、第2冊・14丁半、第3冊・11丁、第4冊・12丁半。11行		歌舞伎	台帳		00	00			文化十癸酉杪冬発兌 書林 大坂 塩屋長兵衛/江戸 鶴屋喜右衛門梓	塩屋長兵衛。鶴屋喜右衛門。						文化10年			http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/82e880e7-3645-4995-958e-fd1cf29221a7.json	82e880e7-3645-4995-958e-fd1cf29221a7	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/82e880e7-3645-4995-958e-fd1cf29221a7	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/691d11872e64a04b98068abfef8df643490e68b6.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/280256	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				2827	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/82e880e7-3645-4995-958e-fd1cf29221a7/manifest					64
桂川連理柵		かつらがわれんりのしがらみ	黒4143-0018							絵入根本。題簽剥落。国春画。	刊	半紙本。5冊。第1冊・18丁半、第2冊・18丁、第3冊・17丁、第4冊・12丁半、第5冊・15丁半。11行		歌舞伎	台帳		00	00													http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5092f953-f871-4af8-994e-a118c848c4b2.json	5092f953-f871-4af8-994e-a118c848c4b2	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/5092f953-f871-4af8-994e-a118c848c4b2	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/120b8d008e1feebd608d43d98c89c3b4a4b64c28.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/280257	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				2828	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5092f953-f871-4af8-994e-a118c848c4b2/manifest					97
新版オッペケペーぶし		しんぱんオッペケぺーぶし	黒4143-0021								刊	中一		音曲	雑		00	00													http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0ff2766c-d51b-497a-9e68-1816ced1dfa5.json	0ff2766c-d51b-497a-9e68-1816ced1dfa5	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/0ff2766c-d51b-497a-9e68-1816ced1dfa5	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse		https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/280258	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				2829						0
<江戸/三座>せりふ薄物		<えど/さんざ>せりふうすもの	黒4143-0024								刊	半紙本。1冊。25丁半		歌舞伎	せりふ本		00	00													http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2836fd27-9f66-4bb3-8706-b9b8d750370c.json	2836fd27-9f66-4bb3-8706-b9b8d750370c	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/2836fd27-9f66-4bb3-8706-b9b8d750370c	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/4d2e8ea613d1ba5a8b4710499a10bf201f1b7483.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/280259	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				2830	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2836fd27-9f66-4bb3-8706-b9b8d750370c/manifest					1
対面かけ合つらね (扉題)		たいめんかけあいつらね	黒4143-0024-001	安永03	江戸	着如初買曽我 (大名題)|対面のつらね (内題)	きそはじめはつかいそが|たいめんのつらね			上下。鳥居清秀画。曽我五郎・市川八百蔵、曽我の十郎・坂東三津五郎。	刊	半紙本。2冊合。3丁。7行	<江戸/三座>せりふ薄物	歌舞伎	せりふ本		01	00	1774	01・	板元 金井半兵衛 売所 神明前 上村吉右衛門	金井半兵衛。上村吉右衛門	安永	森田座			森田座				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3f0a9467-1d49-4036-be08-4183382c4479.json	3f0a9467-1d49-4036-be08-4183382c4479	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/3f0a9467-1d49-4036-be08-4183382c4479	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/861b7084657720ea32e77ed00656a4b283bf1d8c.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/280260	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				2831	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3f0a9467-1d49-4036-be08-4183382c4479/manifest					5
かまどづくしせりふ (扉題)		かまどづくしせりふ	黒4143-0024-002	安永03	江戸	御誂染曽我雛形 (大名題)|朝比奈つらね (内題)	おあつらえぞめそがのひながた|あさいなつらね			第壱番目。作者桜田治助。小林のあさひの三郎よしひで・中村仲蔵。	刊	半紙本。1冊合。1丁半。12行	<江戸/三座>せりふ薄物	歌舞伎	せりふ本		01	00	1774	01・	板元 たかさこ丁南がわ 村山源兵衛正	村山源兵衛	安永	中村座			中村座				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/dadcb85e-7319-4180-9920-b0fff52fee3d.json	dadcb85e-7319-4180-9920-b0fff52fee3d	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/dadcb85e-7319-4180-9920-b0fff52fee3d	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/4582de431063515e32be6b977c8187597b7ba523.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/280261	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				2832	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/dadcb85e-7319-4180-9920-b0fff52fee3d/manifest					3
対面相撲せりふ (扉題)		たいめんすもうせりふ	黒4143-0024-003	安永03	江戸	御誂染曽我雛形 (大名題)|対面のつらね (内題)	おあつらえぞめそがのひながた|たいめんのつらね			上下。第壱ばん目五立め。作者桜田治助。工藤左衛門すけつね・市川団十郎、曽我の十郎祐成・松本幸四郎、曽我の五郎時宗・市川門之助。	刊	半紙本。2冊合。3丁。10行	<江戸/三座>せりふ薄物	歌舞伎	せりふ本		01	00	1774	01・	板元 高砂町南がわ 村山源兵衛正	村山源兵衛	安永	中村座			中村座				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/61128f65-ab6e-489f-b521-57c9638b9684.json	61128f65-ab6e-489f-b521-57c9638b9684	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/61128f65-ab6e-489f-b521-57c9638b9684	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/2376339194372d8bb068441e8f0a31c98498d79c.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/280262	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				2833	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/61128f65-ab6e-489f-b521-57c9638b9684/manifest					5
暫のせりふ (扉題)		しばらくのせりふ	黒4143-0024-004	安永03	江戸	一富玉盤顔見勢 (大名題)|しばらくのつらね (内題)	いちのとみつきのかおみせ|しばらくのつらね			市川団十郎作。片岡八郎てるよし・市川団十郎。	刊	半紙本。1冊合。1丁半。7行	<江戸/三座>せりふ薄物	歌舞伎	せりふ本		11	00	1774	11・	板元 金井半兵衛/上村吉右衛門	金井半兵衛。上村吉右衛門	安永	森田座			森田座				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/36fd075d-c305-4198-8df5-b1b28e9535c8.json	36fd075d-c305-4198-8df5-b1b28e9535c8	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/36fd075d-c305-4198-8df5-b1b28e9535c8	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/05c622df44512d1528a49827bb69034ec8dbc14d.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/280263	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				2834	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/36fd075d-c305-4198-8df5-b1b28e9535c8/manifest					3
対面のつらね (扉題)		たいめんのつらね	黒4143-0024-005	安永02	江戸	色蒔絵曽我羽觴 (大名題)|対面万歳つらね (内題)	いろまきえそがのさかずき|たいめんまんざいつらね			上下。第一はんめ四立目。鳥居清秀画。そがの五郎時宗・中村野塩、小林あさひな・嵐三五郎、そがの十郎祐成・坂東三津五郎。	刊	半紙本。2冊合。3丁半。11行	<江戸/三座>せりふ薄物	歌舞伎	せりふ本		01	00	1773	01・	板元 木挽町五丁め 金井半兵衛/売所 芝神明前 上村吉右衛門	金井半兵衛。上村吉右衛門	安永	森田座		小鼓:桐山 元十郎。西村 左十郎	森田座				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f071acf5-7ab6-4b95-bb4c-b2c86c85977f.json	f071acf5-7ab6-4b95-bb4c-b2c86c85977f	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/f071acf5-7ab6-4b95-bb4c-b2c86c85977f	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/9d45f026191c33e7dae1c85cc3d4bc7a4c1066e8.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/280264	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				2835	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f071acf5-7ab6-4b95-bb4c-b2c86c85977f/manifest					5
うゐらう売つらね (扉題)		ういろううりつらね	黒4143-0024-006	安永02	江戸	色蒔絵曽我羽觴 (大名題)|うゐらう売つらね (内題)	いろまきえそがのさかずき|ういろううりつらね			上下。弐番目。鳥居清秀画。うゐらう売とらや藤吉・市川団十郎。	刊	半紙本。2冊合。3丁。12行	<江戸/三座>せりふ薄物	歌舞伎	せりふ本		01	00	1773	01・	板元 木挽町五丁目 金井半兵衛/売所 芝神明前 上村吉右衛門	金井半兵衛。上村吉右衛門	安永	森田座			森田座				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/d2db9116-ba6c-4810-8ad9-84eee531e88b.json	d2db9116-ba6c-4810-8ad9-84eee531e88b	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/d2db9116-ba6c-4810-8ad9-84eee531e88b	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/eb84bfd7b723a108ef484e078cb85ad749c7b008.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/280265	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				2836	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d2db9116-ba6c-4810-8ad9-84eee531e88b/manifest					5
暫のせりふ (扉題)		しばらくのせりふ	黒4143-0024-007	安永03	江戸	児桜十三鐘 (大名題)|しばらくのせりふ (内題)	ちござくらじゅうさんがね|しばらくのせりふ			第壱ばん目四立目。鳥居清秀画。八王丸あら虎・市川八百蔵、二条の愛護の若・瀬川菊之丞。	刊	半紙本。1冊合。1丁半。10行	<江戸/三座>せりふ薄物	歌舞伎	せりふ本		11	00	1774	11・	正銘板元 本所松坂町壱丁目 和泉屋権四郎板	和泉屋権四郎	安永	市村座	作者 中村故一述		市村座				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b0a26423-2557-4552-a1a2-73153c73240f.json	b0a26423-2557-4552-a1a2-73153c73240f	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/b0a26423-2557-4552-a1a2-73153c73240f	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c57039de5becb9553904c8703369543ddf8c570b.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/280266	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				2837	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b0a26423-2557-4552-a1a2-73153c73240f/manifest					6
玉づくしせりふ (扉題)		たまづくしせりふ	黒4143-0024-008	安永04	江戸	栄曽我神楽太鼓 (大名題)|玉づくしつらね (内題)	さかえそがかぐらのたいこ|たまづくしつらね			第一ばんめ四立め。清経画。和田が三男小林の朝夷三郎義秀・坂田半五郎。	刊	半紙本。1冊合。2丁。8行	<江戸/三座>せりふ薄物	歌舞伎	せりふ本		02	00	1775	02・	本所松坂町壱丁目 泉屋権四郎板	和泉屋権四郎	安永	市村座			市村座				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/28535700-8158-4bf9-926f-c9e0b5bfbbbb.json	28535700-8158-4bf9-926f-c9e0b5bfbbbb	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/28535700-8158-4bf9-926f-c9e0b5bfbbbb	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/4ffdcb87b0be3cf4ba9bc119b210243664bc0ea9.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/280267	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				2838	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/28535700-8158-4bf9-926f-c9e0b5bfbbbb/manifest					6
投扇名点づくしせりふ (扉題)		とうせんめいてんづくしせりふ	黒4143-0024-009	安永04	江戸	栄曽我神楽太鼓 (大名題)|投扇名点づくしせりふ (内題)	さかえそがかぐらのたいこ|とうせんめいてんづくしせりふ			上下。第壱ばん目四立目。清経画。曽我の十郎祐成・嵐三五郎、曽我の五郎時致・市川八百蔵。	刊	半紙本。2冊合。3丁半。8行	<江戸/三座>せりふ薄物	歌舞伎	せりふ本		02	00	1775	02・	本所松坂町壱丁目 泉屋権四郎	和泉屋権四郎	安永	市村座	中村故一述		市村座				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2baa4ff5-36a8-41e5-9150-acaac4dd72a4.json	2baa4ff5-36a8-41e5-9150-acaac4dd72a4	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/2baa4ff5-36a8-41e5-9150-acaac4dd72a4	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/9d58d73fab88080042ee577610fb62b578de4279.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/280268	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				2839	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2baa4ff5-36a8-41e5-9150-acaac4dd72a4/manifest					10
酒つくしつらね (扉題)		さけづくしつらね	黒4143-0024-010	安永04	江戸	菊慈童酒宴岩屈 (大名題)|酒尽しつらね (内題)	きくじどうしゅえんのいわや|さけづくしつらね			第一ばんめ四立目「源氏花のゑんの巻」。清経画。坂田金時・大谷広治。	刊	半紙本。1冊合。1丁半。8行	<江戸/三座>せりふ薄物	歌舞伎	せりふ本		11	00	1775	11・	板元 金井半兵衛/芝神明前 上村吉右衛門	金井半兵衛。上村吉右衛門	安永	森田座	増山金八述		森田座				http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a0b10e44-2ce9-4495-97ef-a3ad9cc17975.json	a0b10e44-2ce9-4495-97ef-a3ad9cc17975	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/kuroki/document/a0b10e44-2ce9-4495-97ef-a3ad9cc17975	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0539139baf2c982fae2fba1196e001e6787e12da.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/280269	東京大学大学院総合文化研究科・教養学部 Graduate School of Arts and Sciences / College of Arts and Sciences, The University of Tokyo, JAPAN				2840	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a0b10e44-2ce9-4495-97ef-a3ad9cc17975/manifest					3
