タイトル	資料の解説	項目	年月日	分類	出版事項等	状態	縦×横（cm）	備考	冊数	サブコレクション	年	アイテムURL	viewingDirection	ID	ソート用項目	機械可読ドキュメント	ウェブサイトURL	IIIFマニフェストURI	帰属	コレクション	サムネイル	利用条件
鹿島神託所より鯰一統江申渡の事		災害	安政2年10月2日	鯰絵		墨一色		2-26~2-27は2枚続	02_026	石本コレクションII	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/6802af37-c631-4457-980b-23304ebb5dda	http://iiif.io/api/presentation/2#rightToLeftDirection	6802af37-c631-4457-980b-23304ebb5dda	1062	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56076	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/56076/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56250/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
地震方々ゆり状之事		災害	安政2年10月2日	鯰絵		墨一色		2-26~2-27は2枚続	02_027	石本コレクションII	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/7587e79f-9f2a-4e86-bea0-69ceacb25fcb	http://iiif.io/api/presentation/2#rightToLeftDirection	7587e79f-9f2a-4e86-bea0-69ceacb25fcb	1063	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56077	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/56077/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56252/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
東海道大地震津波出火		災害	嘉永7年11月4日	かわら版		墨一色			02_028	石本コレクションII	1854	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/960e5c0e-7e49-431e-a0b9-68c7fe1225a8	http://iiif.io/api/presentation/2#rightToLeftDirection	960e5c0e-7e49-431e-a0b9-68c7fe1225a8	1064	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56078	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/56078/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56254/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
摂津大津波次第		災害	嘉永7年11月5日	摺物		墨一色			02_029	石本コレクションII	1854	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/f50bff07-5e2e-4af8-9198-4d21509564e4	http://iiif.io/api/presentation/2#rightToLeftDirection	f50bff07-5e2e-4af8-9198-4d21509564e4	1065	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56079	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/56079/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56256/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
方角場所附(江戸大火)		災害	文政12年3月21日	摺物		墨一色			02_030	石本コレクションII	1829	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/b924627d-fa0f-47ad-b857-97107e67d99a	http://iiif.io/api/presentation/2#rightToLeftDirection	b924627d-fa0f-47ad-b857-97107e67d99a	1066	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56080	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/56080/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56258/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
[善光寺地震摺物写]		災害	弘化4年3月24日	書付		墨一色		*I-01-034	02_031	石本コレクションII	1847	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/49d2a06d-6963-441c-8f6b-15b66fab2b0d	http://iiif.io/api/presentation/2#rightToLeftDirection	49d2a06d-6963-441c-8f6b-15b66fab2b0d	1067	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56081	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/56081/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56260/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
嘉永七寅年六月大地震并出火之次第聞書写		災害	嘉永7年6月14日	書付(冊子)		墨一色		3枚綴	02_032	石本コレクションII	1854	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/d2ed9a62-5c51-4c50-9504-3611ca87d1d4	http://iiif.io/api/presentation/2#rightToLeftDirection	d2ed9a62-5c51-4c50-9504-3611ca87d1d4	1068	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56082	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/56082/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56262/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
寛政四年四月朔日島原雲仙嶽焼崩一件写		災害	寛政4年4月1日	書付		墨一色		本来は2枚続	02_033	石本コレクションII	1792	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/c40168da-4e53-49a0-8718-3be8c3581356	http://iiif.io/api/presentation/2#rightToLeftDirection	c40168da-4e53-49a0-8718-3be8c3581356	1069	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56083	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/56083/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56268/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
地震類焼場所明細書		災害	安政2年10月2日	書付(冊子)	安政2年10月26日改 安政3辰年正月9日写之 小羽氏	二色		7枚綴	02_034	石本コレクションII	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/f40e1fbb-3f24-4dc8-ba7d-54bd609944cd	http://iiif.io/api/presentation/2#rightToLeftDirection	f40e1fbb-3f24-4dc8-ba7d-54bd609944cd	1070	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56084	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/56084/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56270/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
[七月二日京都大地震に付御番衆大木市左衛門書状写]		災害	文政13年7月2日	書付(冊子)		二色		11枚綴	02_035	石本コレクションII	1830	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/2b879423-85fe-4cea-baea-20cc4208d437	http://iiif.io/api/presentation/2#rightToLeftDirection	2b879423-85fe-4cea-baea-20cc4208d437	1071	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56085	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/56085/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56284/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
信濃大地震		災害	弘化4年3月24日	書付	4月8日大坂御道守喜兵衛(出)	墨一色			02_036	石本コレクションII	1847	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/6e37e8da-5b85-497d-a808-37c36ce52017	http://iiif.io/api/presentation/2#rightToLeftDirection	6e37e8da-5b85-497d-a808-37c36ce52017	1072	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56086	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/56086/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56296/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
弘化丁未春三月廿四日信州大地震山頽川塞湛水之図		災害	弘化4年3月24日	絵図	俟命館蔵	多色		畳もの	03_001	石本コレクションII	1847	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/be244dfd-c90a-4246-9515-37c207e88d35	http://iiif.io/api/presentation/2#rightToLeftDirection	be244dfd-c90a-4246-9515-37c207e88d35	1073	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56087	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/56087/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56298/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
安房国鋸山日本禅寺真景方角図絵		名所案内	文政12年11月	絵図	彫工施主 東都馬喰町2丁目 永寿堂西村与八	多色		畳もの	03_002	石本コレクションII	1829	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/042cfa10-cdfd-49b5-a874-de2e7b01ec27	http://iiif.io/api/presentation/2#rightToLeftDirection	042cfa10-cdfd-49b5-a874-de2e7b01ec27	1074	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56088	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/56088/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56300/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
一本木温泉之記		名所案内	文政9年7月	絵図	涼々堂板	墨一色		畳もの	03_003	石本コレクションII	1826	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/54962436-91be-463e-ae2c-f6492a08f0a2	http://iiif.io/api/presentation/2#rightToLeftDirection	54962436-91be-463e-ae2c-f6492a08f0a2	1075	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56089	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/56089/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56302/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
信濃国大地震火災水難地方全図		災害	弘化4年3月24日	絵図	稲荷山住 宮匠	多色		畳もの	03_004	石本コレクションII	1847	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/aef7f7cd-4f89-45ed-a418-5bee7deebf27	http://iiif.io/api/presentation/2#rightToLeftDirection	aef7f7cd-4f89-45ed-a418-5bee7deebf27	1076	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56090	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/56090/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56304/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
泉州堺津波之絵図		災害	嘉永7年11月5日	絵図		二色		*I-02-065	03_005	石本コレクションII	1854	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/eea52f09-2bc8-4bd6-9bf9-0113639b1872	http://iiif.io/api/presentation/2#rightToLeftDirection	eea52f09-2bc8-4bd6-9bf9-0113639b1872	1077	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56091	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/56091/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56307/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
駿河国富士山表口全図 : 直立一千四百十七丈		名所案内	明治11年	絵図	明治11年6月届 静岡県平民藤田与一郎	墨一色		畳もの	03_006	石本コレクションII	1878	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/a2e9281a-72d0-4d89-9fb4-193525f2f7f6	http://iiif.io/api/presentation/2#rightToLeftDirection	a2e9281a-72d0-4d89-9fb4-193525f2f7f6	1078	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56092	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/56092/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56309/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
万歳楽鯰大危事		災害	安政2年10月2日	鯰絵		多色		3-07~3-11は巻子1軸仕立	03_007	石本コレクションII	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/354b6534-0849-4130-99db-8e702886801e	http://iiif.io/api/presentation/2#rightToLeftDirection	354b6534-0849-4130-99db-8e702886801e	1079	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56093	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/56093/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56311/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
[震動大炊頭音鳴一枚武鑑]		武鑑	安政2年10月2日	摺物		墨一色		3-07~3-11は巻子1軸仕立	03_008	石本コレクションII	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/71abec64-0094-44b5-a4c2-e586c9f019b3	http://iiif.io/api/presentation/2#rightToLeftDirection	71abec64-0094-44b5-a4c2-e586c9f019b3	1080	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56094	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/56094/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56312/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
ゆるがぬ御代要之石寿栄		災害	安政2年10月2日	摺物		多色		3-07~3-11は巻子1軸仕立 *I-01-013	03_009	石本コレクションII	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/8503da0e-6602-4c4d-ba66-a6756cb5d84b	http://iiif.io/api/presentation/2#rightToLeftDirection	8503da0e-6602-4c4d-ba66-a6756cb5d84b	1081	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56095	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/56095/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56313/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
震火水雷身要慎		災害	安政2年10月2日	摺物		墨一色		3-07~3-11は巻子1軸仕立 7枚もの	03_010	石本コレクションII	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/68207ecd-aa80-4e3a-8e81-ac3361759748	http://iiif.io/api/presentation/2#rightToLeftDirection	68207ecd-aa80-4e3a-8e81-ac3361759748	1082	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56096	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/56096/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56314/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
御江戸関八州大地震出火巨細記		災害	安政2年10月2日	摺物		墨一色		3-07~3-11は巻子1軸仕立 3枚もの(小1枚・大2枚)	03_011	石本コレクションII	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/1cf57b79-c345-46ce-9012-9004e34e1a76	http://iiif.io/api/presentation/2#rightToLeftDirection	1cf57b79-c345-46ce-9012-9004e34e1a76	1083	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56097	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/56097/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56315/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
証果増進之図		仏教		摺物		墨一色			03_012	石本コレクションII		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/ae9a392f-7b9c-46e2-a0c7-38cdd31ab0ba	http://iiif.io/api/presentation/2#rightToLeftDirection	ae9a392f-7b9c-46e2-a0c7-38cdd31ab0ba	1084	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56098	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/56098/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56316/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
[極楽浄土双六]		双六		摺物		墨一色			03_013	石本コレクションII		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/237f408d-d2a1-41af-9d7f-75dc5ac4b481	http://iiif.io/api/presentation/2#rightToLeftDirection	237f408d-d2a1-41af-9d7f-75dc5ac4b481	1085	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56099	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/56099/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56318/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
三国第一富士山禅定図		名所案内		摺物		墨一色		3-14~3-15は2枚続	03_014	石本コレクションII		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/fdbbd3d9-f6bc-49b8-a37a-79a89df91230	http://iiif.io/api/presentation/2#rightToLeftDirection	fdbbd3d9-f6bc-49b8-a37a-79a89df91230	1086	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56100	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/56100/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56321/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
富士山神宮麓八海北口正面略絵画		名所案内		摺物	吉田住御師 渡部丹後守	墨一色		3-14~3-15は2枚続 *I-10-018	03_015	石本コレクションII		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/d48929ec-f371-4f74-9574-b986a60be90a	http://iiif.io/api/presentation/2#rightToLeftDirection	d48929ec-f371-4f74-9574-b986a60be90a	1087	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56101	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/56101/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56323/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
磐梯山噴火略図[付説明文]		災害	明治21年	絵図	明治21年7月26日印刷 同年7月28日出版 印刷著作兼発行者 下谷区元黒門町6番地 並川善六	二色			03_016	石本コレクションII	1888	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/2f07c181-6010-4f9f-b767-2b8f6c45703f	http://iiif.io/api/presentation/2#rightToLeftDirection	2f07c181-6010-4f9f-b767-2b8f6c45703f	1088	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56102	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/56102/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56324/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
富士山禅定図		名所案内		摺物	富士山村山大鏡坊蔵板 弘所 関臣龍	多色			03_017	石本コレクションII		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/31f24049-731d-405e-abd4-57e7569838a5	http://iiif.io/api/presentation/2#rightToLeftDirection	31f24049-731d-405e-abd4-57e7569838a5	1089	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/56103	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/56103/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/56326/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
