タイトル,請求記号,出版社,出版地,日付,記事タイトル1,記事タイトル1発信元,記事タイトル2,記事タイトル2発信元,記事タイトル3,記事タイトル3発信元,別タイトル,記名,面,備考,シリーズ名,言語,種別,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
読売新聞 明治38年8月29日 号外,06-56,日就社,東京,1905-08-29,急報 媾和談判破裂,,,,,,急報 媾和談判破裂,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7f89cb63-030a-9253-25f0-ebcfe590238c.json,7f89cb63-030a-9253-25f0-ebcfe590238c,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/7f89cb63-030a-9253-25f0-ebcfe590238c,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/7013466b2b1841c9c3daf6172d406332bfd27a84.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1071025,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,1975,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7f89cb63-030a-9253-25f0-ebcfe590238c/manifest,,,,,1
読売新聞 明治38年8月29日 第二号外,06-56,日就社,東京,1905-08-29,暗黒中の光明 講和談判破る,,會見又々延期,,講和談判の成否,,暗黒中の光明 講和談判破る|会見又々延期|講和談判の成否,,1,破損,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/eff3aae0-69a3-3726-8c2d-2d0815e899ba.json,eff3aae0-69a3-3726-8c2d-2d0815e899ba,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/eff3aae0-69a3-3726-8c2d-2d0815e899ba,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/3022810aceb4208cd75b2b22eec1c086fe95680d.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1071024,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,1976,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/eff3aae0-69a3-3726-8c2d-2d0815e899ba/manifest,,,,,1
読売新聞 昭和14年9月3日 号外,06-56,[読売新聞社]盛岡支局,盛岡,1939-09-03,英國對獨宣戰布告,,,,,,英国対独宣戦布告,,1,,英國對獨宣戰布告,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b0fcb306-15c3-8af6-78e7-2cb750f48dc8.json,b0fcb306-15c3-8af6-78e7-2cb750f48dc8,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/b0fcb306-15c3-8af6-78e7-2cb750f48dc8,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/6b539e0f78ec5be0e9f386995e1e2e47983aa3bc.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1071023,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,1977,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b0fcb306-15c3-8af6-78e7-2cb750f48dc8/manifest,,,,,1
萬朝報 明治27年3月25日 号外,06-57,朝報社,東京,1894-03-25,総選擧開票の結果(三),,當選一覽,,,,総選挙開票の結果(三)|当選一覧,,1,,第九回総選挙,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a30143e0-267b-52de-5f47-63bc46a90f1e.json,a30143e0-267b-52de-5f47-63bc46a90f1e,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/a30143e0-267b-52de-5f47-63bc46a90f1e,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b60d9c6515febaf4d55b3b5ea108aff6c41bb2fb.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1071022,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,1978,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a30143e0-267b-52de-5f47-63bc46a90f1e/manifest,,,,,1
萬朝報 明治37年2月10日 号外,06-57,朝報社,東京,1904-02-10,仁川港外海戰公報,,日露大海戰,,露兵の蠻行,,仁川港外海戦公報|日露大海戦|露兵の蛮行,,1,破損,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7dc3c69b-8ad2-9eb0-8842-7341e6f043ff.json,7dc3c69b-8ad2-9eb0-8842-7341e6f043ff,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/7dc3c69b-8ad2-9eb0-8842-7341e6f043ff,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/8ea86f1874726a21f5b771e5d39cfffa06cf8c6e.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1071021,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,1979,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7dc3c69b-8ad2-9eb0-8842-7341e6f043ff/manifest,,,,,1
萬朝報 明治37年2月11日 第二号外,06-57,朝報社,東京,1904-02-11,大海戰公報,,露艦襲來,,,,大海戦公報|露艦襲来,,1,破損,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/729c23e4-5267-4da3-a026-f3d3a73d4bb4.json,729c23e4-5267-4da3-a026-f3d3a73d4bb4,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/729c23e4-5267-4da3-a026-f3d3a73d4bb4,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/dd2830994a51daa073b91b81624805fa0b5aa4ba.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1071020,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,1980,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/729c23e4-5267-4da3-a026-f3d3a73d4bb4/manifest,,,,,1
萬朝報 明治37年2月12日 号外,06-57,朝報社,東京,1904-02-12,露艦北海に出沒す,,尾張丸危し,,迷ひ來れる露艦,,露艦北海に出没す|尾張丸危し|迷ひ来れる露艦,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/33b14799-42ff-75a4-1a31-a3cb2cb14c25.json,33b14799-42ff-75a4-1a31-a3cb2cb14c25,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/33b14799-42ff-75a4-1a31-a3cb2cb14c25,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/2e8cf26bc9f37cd696dfaf7835e5151796bca7a4.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1071019,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,1981,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/33b14799-42ff-75a4-1a31-a3cb2cb14c25/manifest,,,,,1
萬朝報 明治37年2月22日 号外,06-57,朝報社,東京,1904-02-22,上海露艦問題,,,,,,上海露艦問題,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/61a742f6-60f0-a38f-99e9-c3d3cffba454.json,61a742f6-60f0-a38f-99e9-c3d3cffba454,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/61a742f6-60f0-a38f-99e9-c3d3cffba454,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f4760db1633eaf13a4b3095c6942ed5591e0e29f.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1071018,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,1982,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/61a742f6-60f0-a38f-99e9-c3d3cffba454/manifest,,,,,1
萬朝報 明治37年2月23日 号外,06-57,朝報社,東京,1904-02-23,露國海軍の絶望,,,,,,露国海軍の絶望,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e2a285ed-a6c1-9c6d-9675-60938f51532e.json,e2a285ed-a6c1-9c6d-9675-60938f51532e,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/e2a285ed-a6c1-9c6d-9675-60938f51532e,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/ec3f87432e8335ef1220c203bd6ad972436af032.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1071017,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,1983,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e2a285ed-a6c1-9c6d-9675-60938f51532e/manifest,,,,,1
萬朝報 明治37年3月2日 号外,06-57,朝報社,東京,1904-03-02,市の當選者,,鐵道破壊電信不通,,露國の汽車湖水に落つ,,市の当選者|鉄道破壊電信不通|露国の汽車湖水に落つ,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/99366892-a239-2980-1d33-716c5b3296e0.json,99366892-a239-2980-1d33-716c5b3296e0,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/99366892-a239-2980-1d33-716c5b3296e0,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d23c97090216f25365d1e3cd0c78b3e9c5ef4496.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1071016,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,1984,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/99366892-a239-2980-1d33-716c5b3296e0/manifest,,,,,1
萬朝報 明治37年3月13日 号外,06-57,朝報社,東京,1904-03-13,旅順大連の大激戰,,,,,,旅順大連の大激戦,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/95607986-a1aa-788c-54c3-ad0f71c96718.json,95607986-a1aa-788c-54c3-ad0f71c96718,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/95607986-a1aa-788c-54c3-ad0f71c96718,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/06a6e6b963c0d00687fe06b6bae5628865eabc15.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1071015,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,1985,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/95607986-a1aa-788c-54c3-ad0f71c96718/manifest,,,,,1
萬朝報 明治37年3月17日 号外,06-57,朝報社,東京,1904-03-17,陸戰の期彌よ迫る,,大使接待委員の出發,,萩原書記官等の榮譽,,陸戦の期弥よ迫る|大使接待委員の出発|萩原書記官等の栄誉,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2f322ef8-94bd-a731-473e-f47f12a12f3a.json,2f322ef8-94bd-a731-473e-f47f12a12f3a,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/2f322ef8-94bd-a731-473e-f47f12a12f3a,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c99e2fa2d1abbd550de0ea39c2bae91e1fce69db.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1071014,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,1986,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2f322ef8-94bd-a731-473e-f47f12a12f3a/manifest,,,,,1
萬朝報 明治37年5月1日 号外,06-57,朝報社,東京,1904-05-01,陸軍大勝利,,卅日の艦艇砲撃,,日本艦隊浦鹽に現はる,,陸軍大勝利|卅日の艦艇砲撃|日本艦隊浦鹽に現はる,,1-2,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8bc83e29-677b-4bb3-70e5-994660fa1ed2.json,8bc83e29-677b-4bb3-70e5-994660fa1ed2,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/8bc83e29-677b-4bb3-70e5-994660fa1ed2,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/1207f549e15d63c766054526fefd424167e91c32.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1071013,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,1987,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8bc83e29-677b-4bb3-70e5-994660fa1ed2/manifest,,,,,2
萬朝報 明治37年5月7日 号外,06-57,朝報社,東京,1904-05-07,東郷聯合艦隊司令長官報告,,,,,,東郷連合艦隊司令長官報告,,1-2,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/dfb5c010-9bd0-4208-93a9-98d51d365bf5.json,dfb5c010-9bd0-4208-93a9-98d51d365bf5,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/dfb5c010-9bd0-4208-93a9-98d51d365bf5,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a80d0c53bb027bce1c06722cf2bc8681964b9b72.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1071012,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,1988,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/dfb5c010-9bd0-4208-93a9-98d51d365bf5/manifest,,,,,2
萬朝報 明治37年5月8日 号外,06-57,朝報社,東京,1904-05-08,鳳凰城占領,,鐵道破壊,,,,鳳凰城占領|鉄道破壊,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/674303ea-6fca-a73e-4a87-47812ceb4bd0.json,674303ea-6fca-a73e-4a87-47812ceb4bd0,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/674303ea-6fca-a73e-4a87-47812ceb4bd0,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/66ad38bfb91c60950292fdb9f5c337c616725988.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1071011,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,1989,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/674303ea-6fca-a73e-4a87-47812ceb4bd0/manifest,,,,,1
萬朝報 明治37年5月13日 号外,06-57,朝報社,東京,1904-05-13,安州の逆襲,,,,,,安州の逆襲,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3e8f9135-6bfc-a2b6-7f8b-28c68a284626.json,3e8f9135-6bfc-a2b6-7f8b-28c68a284626,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/3e8f9135-6bfc-a2b6-7f8b-28c68a284626,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f3d9778b71818e8e462133df29d97370f94e5a95.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1071010,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,1990,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3e8f9135-6bfc-a2b6-7f8b-28c68a284626/manifest,,,,,1
萬朝報 明治37年5月28日 号外,06-57,朝報社,東京,1904-05-28,南關嶺領占,,海軍金州砲撃の詳報,,,,南関嶺領占|海軍金州砲撃の詳報,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e1e585f4-4d84-94b6-0977-4d1342e61225.json,e1e585f4-4d84-94b6-0977-4d1342e61225,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/e1e585f4-4d84-94b6-0977-4d1342e61225,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/26fd8061cb7a0e60cc3bdb1bc824129bb27eb2ba.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1071009,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,1991,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e1e585f4-4d84-94b6-0977-4d1342e61225/manifest,,,,,1
萬朝報 明治37年5月30日 号外,06-57,朝報社,東京,1904-05-30,柳樹屯占領,,,,,,柳樹屯占領,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7ca7195b-96a8-6f22-6721-5622476f77d3.json,7ca7195b-96a8-6f22-6721-5622476f77d3,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/7ca7195b-96a8-6f22-6721-5622476f77d3,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e8436bd540fcd2b43fd959d04af2bd69bcbc4724.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1071008,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,1992,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7ca7195b-96a8-6f22-6721-5622476f77d3/manifest,,,,,1
