タイトル	書名よみ	出版	形態	他の書名	注記	分類	原本請求記号	編著者等	出版年（西暦）	ローマ字タイトル	iiif viewer	ID	ウェブサイトURL	アイテムURL	利用条件	サムネイル	機械可読ドキュメント	帰属	viewingDirection	viewingHint	コレクション	ソート用項目	西暦	IIIFマニフェストURI	IIIF Search API URI	アノテーション付きIIIFマニフェストURI	Link to TAPAS Project	Text with Rich Text Format	# of media
dcterms:title	dcndl:titleTranscription	dcterms:publisher	dcterms:extent	dcndl:alternative	dcterms:description	dcterms:subject	dcndl:callNumber	dcterms:creator	dcterms:date	uterms:roman	iiif viewer	bibo:identifier	dcterms:isPartOf	dcterms:relation	dcterms:rights	foaf:thumbnail	rdfs:seeAlso	sc:attributionLabel	sc:viewingDirection	sc:viewingHint	uterms:databaseLabel	uterms:sort	uterms:year	uterms:manifestUri	uterms:searchApiUri	uterms:annotedManifest	uterms:linkToTapas	uterms:rtf	7584
女訓孝經 / 八隅山人述	ジョクン コウキョウ	江戸 : 小林新兵衛 ; 文政5	1冊(42, 2丁) ; 27cm	女訓孝經教寿	角書: 和漢圖入		P746	八隅山人述	1822	jokun kokyo	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f52ea81c-8fbb-4382-80fb-de006ccb773c.json	f52ea81c-8fbb-4382-80fb-de006ccb773c	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/f52ea81c-8fbb-4382-80fb-de006ccb773c	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e25acf9e21387c6c4b4a412b0de5f5ccc429d6ca.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91532	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	4		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f52ea81c-8fbb-4382-80fb-de006ccb773c/manifest					48
心學いろはいましめ / 小山駿亭	シンガク イロハ イマシメ	尾張 : 美濃屋伊六 ; 天保4	1冊(35丁) ; 22cm		成立年: 文政8. 備考: 丁付 34, 1	心学	P782	小山駿亭	1833	shingaku iroha imashime	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7fdb5b45-2d46-40e6-98e8-8a624becec76.json	7fdb5b45-2d46-40e6-98e8-8a624becec76	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/7fdb5b45-2d46-40e6-98e8-8a624becec76	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/38c608d73aba58c7febbe8d00ff348ccbb01945c.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91566	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	40		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7fdb5b45-2d46-40e6-98e8-8a624becec76/manifest					39
寺子制誨式目 / 笹山梅庵著	テラコセイ カイ シキモク	大坂 : 河内屋太助 ; 天保6	1冊(51丁) ; 23cm	幼童児女寺子式目			P783	笹山梅庵著	1835	terakosei kai shikimoku	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1372686e-eec1-4da3-8123-4f12675fa3fb.json	1372686e-eec1-4da3-8123-4f12675fa3fb	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/1372686e-eec1-4da3-8123-4f12675fa3fb	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/cd976320488773bae1aafee10ff4f9526a2873f5.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91567	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	41		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1372686e-eec1-4da3-8123-4f12675fa3fb/manifest					55
女寺子調法記 / [池田東籬亭編] ; [小沢南畫]	オンナ テラコ チョウホウキ	京都 : 山城屋佐兵衛 ; 天保13 再刻	1冊(68丁) ; 23cm		角書: 童女専用. 成立年: 文化3. 備考: 女実語教, 女今川, 女手習教訓状, 女商売往来 ; 丁付 3, 33, 13, 6, 13	往来物	P784	[池田東籬亭編] ; [小沢南畫]	1842再刻	onna terako chohoki	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/aa1153b0-c76e-402b-b76b-920f848b1670.json	aa1153b0-c76e-402b-b76b-920f848b1670	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/aa1153b0-c76e-402b-b76b-920f848b1670	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/54446326837b9530d97226262095af09869476ed.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91568	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	42		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/aa1153b0-c76e-402b-b76b-920f848b1670/manifest					71
日用重寶 童訓古状揃	ニチヨウ チョウホウ ドウクン コジョウソロエ	皇都 : 山城屋佐兵衛 ; 天保14 再刻	1冊(36丁) ; 25cm	童訓古状揃	成立年: 寛政9. 備考: 書名は題箋による	往来物	P785		1843再刻	nichiyo choho dokun kojosoroe	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/aa399d10-5c32-4a9b-a42e-9979972fcd1b.json	aa399d10-5c32-4a9b-a42e-9979972fcd1b	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/aa399d10-5c32-4a9b-a42e-9979972fcd1b	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/1bd4aafbdcb97a992ef2b4e781405353c62448ab.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91569	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	43		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/aa399d10-5c32-4a9b-a42e-9979972fcd1b/manifest					39
女童をしへ草 / 小川持正[述] ; 深澤菱譚[逸人]書	ジョドウ オシエグサ	[出版地不明] : 鈴木喜右衛門 ; [出版年不明]	1冊(24丁) ; 23cm			往来物	P786	小川持正[述] ; 深澤菱譚[逸人]書		jodo oshiegusa	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/353c4d91-4ea3-49bb-9e62-09ba2634e975.json	353c4d91-4ea3-49bb-9e62-09ba2634e975	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/353c4d91-4ea3-49bb-9e62-09ba2634e975	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5c8e5c12553604f48ee8e8a747ede0c07bb122de.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91570	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	44		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/353c4d91-4ea3-49bb-9e62-09ba2634e975/manifest					30
松井惟利通解小學入門	マツイ コレトシ ツウカイ ショウガク ニュウモン	東京 : 雁金屋清吉 ; 明治8	1冊(43丁) ; 23cm				P787		1875	matsui koretoshi tsukai shogaku nyumon	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/fea5b8e4-7b1f-4599-bbd5-87e932af5f7b.json	fea5b8e4-7b1f-4599-bbd5-87e932af5f7b	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/fea5b8e4-7b1f-4599-bbd5-87e932af5f7b	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a0674a18610682719f02c4aa624694c4361d60c7.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91571	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	45		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/fea5b8e4-7b1f-4599-bbd5-87e932af5f7b/manifest					46
教訓春日和 / 金蘭斎	キョウクン ハルビヨリ	[出版地不明] : [出版者不明] ; [出版年不明]	1冊(12丁) ; 23cm	絵入教訓春日和	成立年: 天明2	教訓	P788	金蘭斎		kyokun harubiyori	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0724dc1a-36ae-49c8-b407-fba4dfcdb710.json	0724dc1a-36ae-49c8-b407-fba4dfcdb710	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/0724dc1a-36ae-49c8-b407-fba4dfcdb710	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/7a51499e606e1d093b76dfa41a4083bc7aefc99a.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91572	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	46		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/0724dc1a-36ae-49c8-b407-fba4dfcdb710/manifest					15
禮經 / 織田太仲平信貞	レイキョウ	[出版地不明] : [出版者不明] ; [出版年不明]	1冊(9丁) ; 24cm		角書: 童子教訓		P789	織田太仲平信貞		reikyo	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a5c65d5b-39a4-4e4d-957a-affd7bf4ecd7.json	a5c65d5b-39a4-4e4d-957a-affd7bf4ecd7	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/a5c65d5b-39a4-4e4d-957a-affd7bf4ecd7	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d07b00dd51759812e1cea2e8898b379e3eacf403.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91573	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	47		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a5c65d5b-39a4-4e4d-957a-affd7bf4ecd7/manifest					13
三字經	サンジキョウ	平安 : 額田一止人 ; 天明7	1冊(20丁) ; 22cm			教育	P790		1787	sanjikyo	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1acc8906-2ad1-4be8-b4c7-db803536b8e4.json	1acc8906-2ad1-4be8-b4c7-db803536b8e4	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/1acc8906-2ad1-4be8-b4c7-db803536b8e4	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a27e9d63b0bb885ed0b2a99216a23cf066300783.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91574	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	48		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1acc8906-2ad1-4be8-b4c7-db803536b8e4/manifest					23
三字經	サンジキョウ	京都 : 竹岡文祐 ; [出版年不明]	1冊(30丁) ; 23cm	三字經童子訓	角書: 余師	教育	P791			sanjikyo	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1dd213dd-b07f-459d-a579-53a9adbe3b29.json	1dd213dd-b07f-459d-a579-53a9adbe3b29	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/1dd213dd-b07f-459d-a579-53a9adbe3b29	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c53a86683f0dcf8fe6f3f02bac172e99b0bf1f11.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91575	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	49		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1dd213dd-b07f-459d-a579-53a9adbe3b29/manifest					38
實語教 ; 童子教	ジツゴキョウ ; ドウジキョウ	東都 : 山崎屋清七 ; [出版年不明]	1冊(44丁) ; 25cm		備考: 「実語教」, 「童子教」より成る	教訓	P747			jitsugokyo ; dojikyo	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/36d5fa0f-3763-4e28-a8d6-5325c1b33556.json	36d5fa0f-3763-4e28-a8d6-5325c1b33556	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/36d5fa0f-3763-4e28-a8d6-5325c1b33556	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c2ea592c04709ea07a4cbd05463ef4c5eebd7ba8.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91533	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	5		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/36d5fa0f-3763-4e28-a8d6-5325c1b33556/manifest					21
幼學千字文 / 賀茂熊斎	ヨウガク センジモン	浪華 : 備岳舘 ; 安政2	1冊(35丁) ; 23cm		角書: 両假名附. 備考: 丁付 5, 26, 4		P792	賀茂熊斎	1855	yogaku senjimon	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ebba2e83-9fd1-4921-b214-b80169203f51.json	ebba2e83-9fd1-4921-b214-b80169203f51	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/ebba2e83-9fd1-4921-b214-b80169203f51	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/1ea5b55bcea0113fb961b042b172fba725693445.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91576	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	50		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ebba2e83-9fd1-4921-b214-b80169203f51/manifest					38
童子文字戯 ; (上)(下) / 古川龍運	ドウジ モンジゲ	東都 : 文藝堂大田庄右衛門 ; 宝暦5	2巻2冊(41丁) ; 23cm		備考: 見返し「禽獣虫魚文字戯」, (上)(下)合冊, 丁付 19, 22	遊戯	P793	古川龍運	1755	doji monjige	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/9f7be1f8-99b9-4d37-baf8-5bf6daf3cf6a.json	9f7be1f8-99b9-4d37-baf8-5bf6daf3cf6a	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/9f7be1f8-99b9-4d37-baf8-5bf6daf3cf6a	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5e112638173e2b01baeb46941a99ac4936441d68.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91577	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	51		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/9f7be1f8-99b9-4d37-baf8-5bf6daf3cf6a/manifest					44
寺子讀書千字文	テラコ トクショ センジモン	東都 : 吉田屋文三郎 ; [出版年不明]	1冊(18丁) ; 22cm		角書: 真草両読	往来物	P794			terako tokusho senjimon	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f11d4f99-ef2e-4750-a03e-06bf2b872648.json	f11d4f99-ef2e-4750-a03e-06bf2b872648	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/f11d4f99-ef2e-4750-a03e-06bf2b872648	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/6d71c8f169003f7deae78f3c056a371416f79e35.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91578	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	52		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f11d4f99-ef2e-4750-a03e-06bf2b872648/manifest					20
世話 千字文繪抄 / 木村明啓述 ; 暁鐘成画図	セワ センジモン エショウ	浪華 : 河内屋平七 ; 天保9	1冊(30丁) ; 23cm				P795	木村明啓述 ; 暁鐘成画図	1838	sewa senjimon esho	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e1cfadc6-24d4-4d55-a406-fc32ef2724a1.json	e1cfadc6-24d4-4d55-a406-fc32ef2724a1	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/e1cfadc6-24d4-4d55-a406-fc32ef2724a1	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/dff8a2a71efbc6f0be3c3a026468dc0958133959.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91579	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	53		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e1cfadc6-24d4-4d55-a406-fc32ef2724a1/manifest					33
繪本工夫之錦 ; (上)(下)(後篇) / 船山喜一輔	エホン クフウ ノ ニシキ	武府 : 須原屋市兵衛 ; 寛政10	2編3冊(68丁) ; 23cm		角書: (上)(下)繪本, (後)繪本答術. 成立年: 寛政7序, 10刊. 備考: 丁付 22, 23, 23		P796	船山喜一輔	1798	ehon kufu no nishiki	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0bd0d44c-0cbf-4066-8d12-872f72354ad1.json	0bd0d44c-0cbf-4066-8d12-872f72354ad1	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/0bd0d44c-0cbf-4066-8d12-872f72354ad1	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b865a3c1342b8fdc50d94137751ba14444102dd9.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91580	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	54		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/0bd0d44c-0cbf-4066-8d12-872f72354ad1/manifest					80
民間喩草 / 加藤景範(竹里翁)	ミンカン サトシグサ	浪花 : 小川屋清左衛門 ; 享和元	1冊(35丁) ; 23cm	民間さとしぐさ	成立年: 享和元	教訓	P797	加藤景範(竹里翁)	1801	minkan satoshigusa	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1fdeece2-3703-4058-b4ff-617498add66f.json	1fdeece2-3703-4058-b4ff-617498add66f	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/1fdeece2-3703-4058-b4ff-617498add66f	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/03223c403d81d8c7c4e0bdf7068e9730ebe095d2.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91581	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	55		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1fdeece2-3703-4058-b4ff-617498add66f/manifest					41
渡世肝要記 / 有喜堂主人述	トセイ カンヨウキ	名古屋 : 長谷川孫助 ; [出版年不明]	1冊(41丁) ; 23cm		角書: 諸家. 備考: 見返し「京都書林 梶川芸香堂」	心学	P798	有喜堂主人述		tosei kanyoki	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/420ce134-2564-4d67-b1e2-3ab3cd827992.json	420ce134-2564-4d67-b1e2-3ab3cd827992	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/420ce134-2564-4d67-b1e2-3ab3cd827992	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e84e92b65ac133ece0b2f798cbde4e1b8e97829d.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91582	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	56		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/420ce134-2564-4d67-b1e2-3ab3cd827992/manifest					46
貞丈家訓 / 伊勢安齋著 ; 屋代輪池校	テイジョウ カクン	江戸 : 堀野屋儀助 ; 天保8	1冊(27丁) ; 23cm		成立年: 宝暦13	教訓	P799	伊勢安齋著 ; 屋代輪池校	1837	teijo kakun	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/370e74fd-55a1-4f4b-b276-4e2f099e433f.json	370e74fd-55a1-4f4b-b276-4e2f099e433f	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/370e74fd-55a1-4f4b-b276-4e2f099e433f	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/74fc3e96b071d6031cde61aa9e4629effd83317d.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91583	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	57		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/370e74fd-55a1-4f4b-b276-4e2f099e433f/manifest					33
鄙都言種 ; (上)(下) / 森嶌中良	ヒトコトグサ	東都 : 須原屋市兵衛 ; 寛政8	2冊(53丁) ; 23cm	教訓鄙都言種	成立年: 寛政8. 備考: 丁付 27, 26		P800	森嶌中良	1796	hitokotogusa	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a95a344e-7222-4c8f-8365-0bbd0aa75b9b.json	a95a344e-7222-4c8f-8365-0bbd0aa75b9b	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/a95a344e-7222-4c8f-8365-0bbd0aa75b9b	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c5259be9762a8f85f654ccf61069fb311e27cade.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91584	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	58		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a95a344e-7222-4c8f-8365-0bbd0aa75b9b/manifest					63
