タイトル,作成日,ID,文書種類,文書記述形式,枚数,カード目録,カテゴリ,所蔵,所属,内容,備考,登録年,エンティティ（Google Cloud Vision）,軍艦,特記事項,Transcription,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
SKETCH BOOK Volume 2. from 25|7|33 to 3|8|33 at Yokosuka Naval Shipyard,1900,100030006,,硬表紙ノート,67,,その他資料:日記・書翰・写真・学位記など,東京大学柏図書館,東京帝国大学,表紙に33.7.25・33.8.3. 3年生。横須賀海軍工廠にて。表紙裏には水雷艇駆逐艦“稲妻”とある。,Y.Hiraga 3rd year. N. A.,2016,notebook|brand|text|paper|font|square|design|angle|map|plan|diagram|document|pattern|floor plan|product|handwriting|line|writing|music|rectangle|plywood,,旧横国大預かり 表1 平賀譲 遺品(ノート関係) 故吉岡勲・横浜国立大学名誉教授収集(平山次晴・横浜国立大学名誉教授整理),,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e089fd98-1520-4ecc-9502-61c715a706f4.json,e089fd98-1520-4ecc-9502-61c715a706f4,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/hiraga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/hiraga/document/e089fd98-1520-4ecc-9502-61c715a706f4,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/830f2977876141e20534fc7469817961e8ecc7c6.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/113276,"東京大学柏図書館 Kashiwa Library in The University of Tokyo, JAPAN",,,平賀譲デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e089fd98-1520-4ecc-9502-61c715a706f4/manifest,,,,,67
N. A.,記載なし,100030007,講義筆録,硬表紙ノート,125,,その他資料:日記・書翰・写真・学位記など,東京大学柏図書館,英国留学,強制潤滑、内燃機関、カルノーサイクル、タービン、軍艦設計についてby Mr.Atwood、追加用紙には機械類に関するメモ、タービン、ドレイン排出、高張力鋼と言った記述も見える,,2016,text|paper|font|rectangle|angle|drawing|product|brand|document|paper product|diagram|handwriting|writing|notebook|material|diary|music|square,,旧横国大預かり 表1 平賀譲 遺品(ノート関係) 故吉岡勲・横浜国立大学名誉教授収集(平山次晴・横浜国立大学名誉教授整理),,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a5f08024-1119-4118-bc8d-60f803908ddf.json,a5f08024-1119-4118-bc8d-60f803908ddf,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/hiraga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/hiraga/document/a5f08024-1119-4118-bc8d-60f803908ddf,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/69e6c762817a6f0985c9bde24ead9982e193a944.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/113277,"東京大学柏図書館 Kashiwa Library in The University of Tokyo, JAPAN",,,平賀譲デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a5f08024-1119-4118-bc8d-60f803908ddf/manifest,,,,,125
Stability I/Stability and Oscillation By Mr. John Smith,,100030008,講義筆録,硬表紙ノート,124,,その他資料:日記・書翰・写真・学位記など,東京大学柏図書館,英国留学,復原性と動揺by Mr.John Smith。縦横復原性、自由水影響、進水計算、帆走力、横揺れ周期、ビルジキールの作用、N係数、(大正14年の葉書あり)。,Y. Hiraga 4. Oct.,2016,wood stain|paper|floor|plywood|rectangle|text|handwriting|document|font|writing|paper product|angle|notebook|drawing|map|artwork|diary|diagram|material|book|line|letter|modern art|marble,,旧横国大預かり 表1 平賀譲 遺品(ノート関係) 故吉岡勲・横浜国立大学名誉教授収集(平山次晴・横浜国立大学名誉教授整理),,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/064a9ef5-29f8-46d2-ba2a-7324c941c6fb.json,064a9ef5-29f8-46d2-ba2a-7324c941c6fb,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/hiraga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/hiraga/document/064a9ef5-29f8-46d2-ba2a-7324c941c6fb,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e9f1bc0ecc3be0cdc537aac30525dff2ca93f20f.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/113278,"東京大学柏図書館 Kashiwa Library in The University of Tokyo, JAPAN",,,平賀譲デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/064a9ef5-29f8-46d2-ba2a-7324c941c6fb/manifest,,,,,124
〔計算メモ(海軍用箋)〕,,100030009,,,2,,その他資料:日記・書翰・写真・学位記など,東京大学柏図書館,海軍,,,2016,text|handwriting|writing|line|material|font|document|paper|angle|number,,旧横国大預かり 表1 平賀譲 遺品(ノート関係) 故吉岡勲・横浜国立大学名誉教授収集(平山次晴・横浜国立大学名誉教授整理),,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/217b0ff8-bca2-4c84-a4ae-1dbd1cd65b89.json,217b0ff8-bca2-4c84-a4ae-1dbd1cd65b89,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/hiraga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/hiraga/document/217b0ff8-bca2-4c84-a4ae-1dbd1cd65b89,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/7b2061215fe0032f98fd40307fa13131f663ceb5.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/113279,"東京大学柏図書館 Kashiwa Library in The University of Tokyo, JAPAN",,,平賀譲デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/217b0ff8-bca2-4c84-a4ae-1dbd1cd65b89/manifest,,,,,2
〔大正14年12月1日付平賀宛木曜午餐会案内状(往信)〕,,100030010,,,2,,その他資料:日記・書翰・写真・学位記など,東京大学柏図書館,海軍,,,2016,text|font|paper|paper product|calligraphy|artwork|document|handwriting|writing,,旧横国大預かり 表1 平賀譲 遺品(ノート関係) 故吉岡勲・横浜国立大学名誉教授収集(平山次晴・横浜国立大学名誉教授整理),,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/9217e499-2cc9-4605-af51-cd22ed67ded4.json,9217e499-2cc9-4605-af51-cd22ed67ded4,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/hiraga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/hiraga/document/9217e499-2cc9-4605-af51-cd22ed67ded4,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/2fecd0d57e4c5de715dc7b75772f72f09ab0b2ac.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/113280,"東京大学柏図書館 Kashiwa Library in The University of Tokyo, JAPAN",,,平賀譲デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/9217e499-2cc9-4605-af51-cd22ed67ded4/manifest,,,,,2
Naval Architecture III,?,100030011,講義筆録,硬表紙ノート,73,,その他資料:日記・書翰・写真・学位記など,東京大学柏図書館,英国留学,綴じ糸痛みあり。空き頁多し。復原性、インテグレーターの理論、設計について、馬力,,2016,paper|plywood|rectangle|text|handwriting|font|writing|document|line|material|notebook|angle|paper product|screenshot|paint|wood|modern art|wood stain|painting|drawing|calligraphy|book|diagram|design,,旧横国大預かり 表1 平賀譲 遺品(ノート関係) 故吉岡勲・横浜国立大学名誉教授収集(平山次晴・横浜国立大学名誉教授整理),,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/959f0788-00fa-4fa2-bf09-eb108bae0b77.json,959f0788-00fa-4fa2-bf09-eb108bae0b77,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/hiraga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/hiraga/document/959f0788-00fa-4fa2-bf09-eb108bae0b77,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/faeb5f9ca67608a6119d6508028867c6c8edf757.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/113281,"東京大学柏図書館 Kashiwa Library in The University of Tokyo, JAPAN",,,平賀譲デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/959f0788-00fa-4fa2-bf09-eb108bae0b77/manifest,,,,,73
Mathematics Volume V/Applied Mathematics Volume I/Statics/by Profr. Burnside,1906.2.1,100030012,講義筆録,硬表紙ノート,106,,その他資料:日記・書翰・写真・学位記など,東京大学柏図書館,英国留学,"表紙に数学Vol.5、応用数学by Prof.Burnside、VolI 静力学,by Y.Hiraga,。力のつり合い、仮想仕事の原理、","Greenwich Royal Naval College Y. Hiraga, 1 Feb. 06",2016,notebook|font|paper|text|book|writing|document|handwriting|paper product|music|angle|line|diagram|drawing|sketch|artwork|design|triangle|pattern|material,,旧横国大預かり 表1 平賀譲 遺品(ノート関係) 故吉岡勲・横浜国立大学名誉教授収集(平山次晴・横浜国立大学名誉教授整理),,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/910ea02c-d770-45c7-8b02-1f3259fd12c5.json,910ea02c-d770-45c7-8b02-1f3259fd12c5,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/hiraga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/hiraga/document/910ea02c-d770-45c7-8b02-1f3259fd12c5,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/87c66e206e5cae7446510d48b42da9b5d4c435a9.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/113282,"東京大学柏図書館 Kashiwa Library in The University of Tokyo, JAPAN",,,平賀譲デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/910ea02c-d770-45c7-8b02-1f3259fd12c5/manifest,,,,,106
Physics,1905.1,100030013,講義筆録,硬表紙ノート,119,,その他資料:日記・書翰・写真・学位記など,東京大学柏図書館,英国留学,"表紙に物理、Y.Hiraga,。電気関係のメモ用紙あり。電気磁気力学、回路、発信、デルタ・Y結合、サーチライト、モーター、","Y. Hiraga, Oct. 05",2016,product|text|paper|font|handwriting|writing|document|material|paper product|line|music|angle|notebook|letter|diagram|drawing|book|diary|map|screenshot,,旧横国大預かり 表1 平賀譲 遺品(ノート関係) 故吉岡勲・横浜国立大学名誉教授収集(平山次晴・横浜国立大学名誉教授整理),,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1ca0be47-0e71-43db-8d26-d1d91b6be2c1.json,1ca0be47-0e71-43db-8d26-d1d91b6be2c1,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/hiraga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/hiraga/document/1ca0be47-0e71-43db-8d26-d1d91b6be2c1,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/76d4abe191bd0c06c98f2d7af3890dc17bcf89f8.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/113283,"東京大学柏図書館 Kashiwa Library in The University of Tokyo, JAPAN",,,平賀譲デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1ca0be47-0e71-43db-8d26-d1d91b6be2c1/manifest,,,,,119
Electricity Volume II,1906.3,100030014,講義筆録,硬表紙ノート,45,,その他資料:日記・書翰・写真・学位記など,東京大学柏図書館,英国留学,表紙に電気工学 Vol.II、Y.Hiraga.最初の頁には1906/3.29、電動機、放射線(ラジウム)、無線,"Y. Hiraga. March, 06",2016,text|paper|font|document|writing|handwriting|angle|diagram|paper product|notebook|drawing|sketch|artwork|design|product|rectangle,,旧横国大預かり 表1 平賀譲 遺品(ノート関係) 故吉岡勲・横浜国立大学名誉教授収集(平山次晴・横浜国立大学名誉教授整理),,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8b062164-e01b-468e-a6ba-29b62c6d4024.json,8b062164-e01b-468e-a6ba-29b62c6d4024,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/hiraga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/hiraga/document/8b062164-e01b-468e-a6ba-29b62c6d4024,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/931888c7c73c181bfa0a67fdbd4f0e7a06db077b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/113284,"東京大学柏図書館 Kashiwa Library in The University of Tokyo, JAPAN",,,平賀譲デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8b062164-e01b-468e-a6ba-29b62c6d4024/manifest,,,,,45
Graphical Statics,1906.1?,100030015,講義筆録,硬表紙ノート,101,,その他資料:日記・書翰・写真・学位記など,東京大学柏図書館,英国留学,表紙の文字不明瞭、図的静力学、水平梁、トラス、アーチ、クランクシャフト、,Y. Hiraga. 3 Jan 06,2016,paper|material|angle|text|font|notebook|book|document|drawing|diagram|line|writing|artwork|sketch|paper product|handwriting|music|green,,旧横国大預かり 表1 平賀譲 遺品(ノート関係) 故吉岡勲・横浜国立大学名誉教授収集(平山次晴・横浜国立大学名誉教授整理),,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/12947ebb-81e7-4c3f-9653-ad16afec0497.json,12947ebb-81e7-4c3f-9653-ad16afec0497,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/hiraga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/hiraga/document/12947ebb-81e7-4c3f-9653-ad16afec0497,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/71554849a41acf501c051ae027bd463836754788.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/113285,"東京大学柏図書館 Kashiwa Library in The University of Tokyo, JAPAN",,,平賀譲デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/12947ebb-81e7-4c3f-9653-ad16afec0497/manifest,,,,,101
2nd year/Mathematics Volume V/Dynamics of 3 dimensions by Prof. Burnside,,120030113,講義筆録,硬表紙ノート,107,,その他資料:日記・書翰・写真・学位記など,東京大学柏図書館,英国留学,30-april.Burnside教授による3次元動力学、並進・回転運動、球面上の運動、慣性モーメント、,Y. Hiraga.,2016,paper|plywood|text|font|document|book|notebook|handwriting|writing|paper product|angle|drawing|material|square|rectangle|green,,旧横国大預かり 表1 平賀譲 遺品(ノート関係) 故吉岡勲・横浜国立大学名誉教授収集(平山次晴・横浜国立大学名誉教授整理),,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/dd8e19c4-5f66-4b21-b65d-7e1290cf48dc.json,dd8e19c4-5f66-4b21-b65d-7e1290cf48dc,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/hiraga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/hiraga/document/dd8e19c4-5f66-4b21-b65d-7e1290cf48dc,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c6e3ede223bf2ea067bda7627a21c7b134c43b6a.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/113286,"東京大学柏図書館 Kashiwa Library in The University of Tokyo, JAPAN",,,平賀譲デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/dd8e19c4-5f66-4b21-b65d-7e1290cf48dc/manifest,,,,,107
Applied Mechanics by Profr. Henderson Volume I.,1905.10(?),120030114,講義筆録,硬表紙ノート,107,,その他資料:日記・書翰・写真・学位記など,東京大学柏図書館,英国留学,表紙に、応用力学by Prof.Henderson、Vol.1の文字、単位換算表、車両の旋回運動、斜面上回転運動、捩じり振動、ジャイロ、応力と歪、(途中に平賀の額入り写真(インスタント)挟み込みあり)、荷重による応力分布、,"Y. Hiraga. October, 05.",2016,notebook|picture frame|paper|line|angle|text|font|document|handwriting|paper product|writing|material|music|calligraphy|map|book|photograph|art|modern art|window|art gallery|diagram|product,,旧横国大預かり 表1 平賀譲 遺品(ノート関係) 故吉岡勲・横浜国立大学名誉教授収集(平山次晴・横浜国立大学名誉教授整理),,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/daf03120-7155-4c84-9a9c-7c25347272d3.json,daf03120-7155-4c84-9a9c-7c25347272d3,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/hiraga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/hiraga/document/daf03120-7155-4c84-9a9c-7c25347272d3,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/762e89e58beead68a5457f36120224102842f48e.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/113287,"東京大学柏図書館 Kashiwa Library in The University of Tokyo, JAPAN",,,平賀譲デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/daf03120-7155-4c84-9a9c-7c25347272d3/manifest,,,,,107
Ist year (4)/∫ral II/Mathematics Volume IV/ Integral Calculus Volume II by Prof. Buruside,1906.1.11,120030115,講義筆録,硬表紙ノート,63,,その他資料:日記・書翰・写真・学位記など,東京大学柏図書館,英国留学,"表紙に、数学Vol.4,、積分計算Vol.2、by Prof.Burnside,Y.Hiraga。積分公式、置換積分、","Y.Hiraga. 11, Jan. 06",2016,notebook|font|modern art|painting|paint|picture frame|text|paper|document|handwriting|writing|music|paper product|angle|diagram|line|rectangle|floor|wood stain|plywood|book,,旧横国大預かり 表1 平賀譲 遺品(ノート関係) 故吉岡勲・横浜国立大学名誉教授収集(平山次晴・横浜国立大学名誉教授整理),,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/00904672-e479-44f0-b59c-8158fa2c3f14.json,00904672-e479-44f0-b59c-8158fa2c3f14,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/hiraga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/hiraga/document/00904672-e479-44f0-b59c-8158fa2c3f14,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e81c670ca5eb42c0f393fc44a10a913f6685db67.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/113288,"東京大学柏図書館 Kashiwa Library in The University of Tokyo, JAPAN",,,平賀譲デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/00904672-e479-44f0-b59c-8158fa2c3f14/manifest,,,,,63
Mathematics Vol. III/3rd year/〔Applied Mechanics〕/Hydrodynamics by Prof. Burnside,?,120030116,講義筆録,硬表紙ノート,149,,その他資料:日記・書翰・写真・学位記など,東京大学柏図書館,英国留学,表紙文字不鮮明、メモ用紙(グリーンの定理など)挟みこみあり。弾性棒の変形、三連モーメント定理、座屈、流体力学(by Prof.Burnside)、複素関数、3次元流体力学、ソース・シンク、,,2016,font|text|paper|square|notebook|paper product|handwriting|line|writing|document|angle|diagram|music|rectangle|picture frame|material|book|calligraphy|plywood|wood stain|drawing|diary,,旧横国大預かり 表1 平賀譲 遺品(ノート関係) 故吉岡勲・横浜国立大学名誉教授収集(平山次晴・横浜国立大学名誉教授整理),,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/37be5a72-508e-4651-83ec-b519c919b65f.json,37be5a72-508e-4651-83ec-b519c919b65f,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/hiraga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/hiraga/document/37be5a72-508e-4651-83ec-b519c919b65f,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/8f86fe8bfd88f19763f673abcc5cbdefa02d7cf6.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/113289,"東京大学柏図書館 Kashiwa Library in The University of Tokyo, JAPAN",,,平賀譲デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/37be5a72-508e-4651-83ec-b519c919b65f/manifest,,,,,149
Applied Mechanics Vol. IV by Profr. Henderson/Hydraulics Vol. II/Steam Vol. I,1906.4.23,120030117,講義筆録,硬表紙ノート,129,,その他資料:日記・書翰・写真・学位記など,東京大学柏図書館,英国留学,表紙に応用力学Vol.IV、by Prof.Henderson、水力学Vol.II 蒸気 Vol.1 Y.Hiraga。メモ用紙あり。ドック中の軍艦の写真挟み込みあり。ベンチュリー管、抗力、管抵抗、水車、蒸気機関、蒸気サイクル、,Y.Hiraga. 23-April- 06,2016,notebook|font|paper|product|text|handwriting|document|writing|line|material|paper product|yellow|angle|map|painting|wood|history|ancient history|stock photography|number|music|diary|diagram|rectangle|book|calligraphy|square|green,,旧横国大預かり 表1 平賀譲 遺品(ノート関係) 故吉岡勲・横浜国立大学名誉教授収集(平山次晴・横浜国立大学名誉教授整理),,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/9edfc7fd-4656-450e-8b71-d4da6d6448f6.json,9edfc7fd-4656-450e-8b71-d4da6d6448f6,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/hiraga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/hiraga/document/9edfc7fd-4656-450e-8b71-d4da6d6448f6,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/38ee79b7e4ef51cff6f51aa330f3309750cb5a47.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/113290,"東京大学柏図書館 Kashiwa Library in The University of Tokyo, JAPAN",,,平賀譲デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/9edfc7fd-4656-450e-8b71-d4da6d6448f6/manifest,,,,,129
Hydrodynamics III,1908.3,120030118,講義筆録,硬表紙ノート,143,,その他資料:日記・書翰・写真・学位記など,東京大学柏図書館,英国留学,"表紙に流体力学III,Y.Hiraga,付加質量関係のメモ挟み込みあり。浅水波、溝の流れ、速度ポテンシャル、表面張力、波のエネルギー、うなり、圧縮流れ、音波、単振子、吸い取り紙にもメモ、",Y. Hiraga March 08,2016,wood stain|plywood|wood|floor|rectangle|text|handwriting|font|paper|writing|line|notebook|document|angle|paper product|material|diagram|paint|modern art|painting|number|music|square|picture frame|map|pink|triangle|design|pattern|drawing|artwork,,旧横国大預かり 表1 平賀譲 遺品(ノート関係) 故吉岡勲・横浜国立大学名誉教授収集(平山次晴・横浜国立大学名誉教授整理),,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2f43510b-d7a7-41f6-91e6-c3c442bb651b.json,2f43510b-d7a7-41f6-91e6-c3c442bb651b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/hiraga/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/hiraga/document/2f43510b-d7a7-41f6-91e6-c3c442bb651b,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/9d06533b8094e6048600a046f789939644b038bc.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/113291,"東京大学柏図書館 Kashiwa Library in The University of Tokyo, JAPAN",,,平賀譲デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2f43510b-d7a7-41f6-91e6-c3c442bb651b/manifest,,,,,132
