タイトル	請求記号	画像注記	シリーズ名	編著者	出版社	サイズ	iiif viewer	ID	ウェブサイトURL	アイテムURL	利用条件	サムネイル	機械可読ドキュメント	帰属	viewingDirection	viewingHint	コレクション	ソート用項目	西暦	IIIFマニフェストURI	IIIF Search API URI	アノテーション付きIIIFマニフェストURI	Link to TAPAS Project	Text with Rich Text Format	# of media
総選挙予想投票	GP514:Sh99:9		衆議院議員選挙関係資料			1枚 ; 13×19cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/45b88586-fe61-47d9-9076-4dec68140a99.json	45b88586-fe61-47d9-9076-4dec68140a99	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/45b88586-fe61-47d9-9076-4dec68140a99	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/8af6c55b7ae28b17ca439b05929278ba122fa1f0.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72971	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	485		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/45b88586-fe61-47d9-9076-4dec68140a99/manifest					2
切抜き	GP514:Sh99:10		衆議院議員選挙関係資料			1綴 ; 28cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2c942ca2-0a84-4a4a-af29-fa614359b286.json	2c942ca2-0a84-4a4a-af29-fa614359b286	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/2c942ca2-0a84-4a4a-af29-fa614359b286	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/231a5aefa35a49cc68031a63965bf8aa54d55e80.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72972	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	486		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2c942ca2-0a84-4a4a-af29-fa614359b286/manifest					49
大正6年衆議院議員立候補(第13回)宮武外骨以外 (推薦書・宣言書等)	GP514:Sh99:11		衆議院議員選挙関係資料			1綴;26cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/dbbf40af-d39e-4339-bb10-2b3ebce97851.json	dbbf40af-d39e-4339-bb10-2b3ebce97851	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/dbbf40af-d39e-4339-bb10-2b3ebce97851	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/83a7fadfc25b95ae199a97d9b7a794aa6fa10290.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72973	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	487		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/dbbf40af-d39e-4339-bb10-2b3ebce97851/manifest					84
切抜き5枚	GP514:Sh99:12		衆議院議員選挙関係資料			5枚	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/09a7b86f-229e-4cca-92f5-798041022d07.json	09a7b86f-229e-4cca-92f5-798041022d07	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/09a7b86f-229e-4cca-92f5-798041022d07	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/6a6751bccfa729bc739d38278b1e244e63a948ba.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72974	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	488		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/09a7b86f-229e-4cca-92f5-798041022d07/manifest					14
大正9年衆議院議員立候補者(第14回)宮武外骨以外(推薦書・宣言書等)	GP514:Sh99:13		衆議院議員選挙関係資料			1綴;26cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5e8b47d7-efff-4b4d-9113-8fa6a0fb991c.json	5e8b47d7-efff-4b4d-9113-8fa6a0fb991c	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/5e8b47d7-efff-4b4d-9113-8fa6a0fb991c	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/eae2defd80b1476b31abc40e6c4eeee6ad532503.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72975	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	489		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5e8b47d7-efff-4b4d-9113-8fa6a0fb991c/manifest					236
筆写原稿「福澤門下ノ書生、福地源一郎氏ヲ悪ム蛇蝎ノ毎シ(明治十四年八月十一日發行『扶桑新誌』第百八十三號所載)」	GP040:F85:28		福澤攻撃全集資料			3枚 /形態:パンフレット /39.5cm×23.5cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/036f70a0-8bfa-40db-9028-e938da401d5e.json	036f70a0-8bfa-40db-9028-e938da401d5e	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/036f70a0-8bfa-40db-9028-e938da401d5e	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d671e74b929397f7fea8d4cdce4fa5dfdc0d0344.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72660	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	49		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/036f70a0-8bfa-40db-9028-e938da401d5e/manifest					3
衆議院議員選挙関係新聞切抜(明治45年、大正4年、6年、9年)	GP514:Sh99:14		衆議院議員選挙関係資料			1綴 26×37cm 60シート	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/32f64b62-a296-4835-b7b1-f23716b20395.json	32f64b62-a296-4835-b7b1-f23716b20395	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/32f64b62-a296-4835-b7b1-f23716b20395	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/152e6faa5f31cd45d329378e33c0182f91c8f411.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72976	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	490		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/32f64b62-a296-4835-b7b1-f23716b20395/manifest					113
外装(「衆議院議員選挙関係資料(大正4年)外骨宛書簡」)	GP514:Sh99:15-0		衆議院議員選挙関係資料・衆議院議員選挙関係資料(大正4年)外骨宛書簡			1綴 26×18cm 14丁	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ddc7d676-b50e-48a1-a293-044f447306d3.json	ddc7d676-b50e-48a1-a293-044f447306d3	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/ddc7d676-b50e-48a1-a293-044f447306d3	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/ae8292726a56fd136e2050af52ab5894f4850cc9.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72977	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	491		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ddc7d676-b50e-48a1-a293-044f447306d3/manifest					1
差出人:閑々生	GP514:Sh99:15-1		衆議院議員選挙関係資料・衆議院議員選挙関係資料(大正4年)外骨宛書簡			はがき1枚 15×9cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/431dd3d9-eda0-4b3b-878f-f8be88b9d87b.json	431dd3d9-eda0-4b3b-878f-f8be88b9d87b	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/431dd3d9-eda0-4b3b-878f-f8be88b9d87b	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/8d2e1293a330e7d76c74c77ebc551e5218e9354b.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72978	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	492		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/431dd3d9-eda0-4b3b-878f-f8be88b9d87b/manifest					3
差出人:安井八翠坊	GP514:Sh99:15-2		衆議院議員選挙関係資料・衆議院議員選挙関係資料(大正4年)外骨宛書簡			はがき1枚 15×9cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/cf5a209c-23ae-41f2-b1cb-cce28a96d5d5.json	cf5a209c-23ae-41f2-b1cb-cce28a96d5d5	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/cf5a209c-23ae-41f2-b1cb-cce28a96d5d5	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/8f40c323be5e6caf3e92f56160bf6c21e18fae00.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72979	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	493		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/cf5a209c-23ae-41f2-b1cb-cce28a96d5d5/manifest					3
差出人:谷本[?]	GP514:Sh99:15-3		衆議院議員選挙関係資料・衆議院議員選挙関係資料(大正4年)外骨宛書簡			2点(封筒、書簡紙18×73cm)	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/981f4fca-a538-409e-adf9-30e3e9c14d18.json	981f4fca-a538-409e-adf9-30e3e9c14d18	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/981f4fca-a538-409e-adf9-30e3e9c14d18	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/16e100f073467c449ef957d5b2b889195adc1810.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72980	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	494		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/981f4fca-a538-409e-adf9-30e3e9c14d18/manifest					5
差出人:大阪興信所・錦城新聞社	GP514:Sh99:15-4		衆議院議員選挙関係資料・衆議院議員選挙関係資料(大正4年)外骨宛書簡			2点(封筒、書簡紙18×67cm)	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1daa3bb5-b142-40ab-b6ac-5a1cac8d6b4c.json	1daa3bb5-b142-40ab-b6ac-5a1cac8d6b4c	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/1daa3bb5-b142-40ab-b6ac-5a1cac8d6b4c	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/bf674e32275d560d4f8e67317ce061937dd98a08.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72981	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	495		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1daa3bb5-b142-40ab-b6ac-5a1cac8d6b4c/manifest					5
差出人:有権者有志	GP514:Sh99:15-5		衆議院議員選挙関係資料・衆議院議員選挙関係資料(大正4年)外骨宛書簡			はがき1枚 15×9cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2863f5d7-b6ad-4051-a144-16c930608ae5.json	2863f5d7-b6ad-4051-a144-16c930608ae5	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/2863f5d7-b6ad-4051-a144-16c930608ae5	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/db65cb88ac591bb9da09c30346ae8dbbcca553c5.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72982	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	496		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2863f5d7-b6ad-4051-a144-16c930608ae5/manifest					3
