タイトル	年月日	本文タイトル（原本）	巻頭目録タイトル（原本）	本文タイトル（標点本）	巻頭目録タイトル（標点本）	冊	巻	条	画像（開始コマ）	請求記号	類	目	影印本	標点本	Date Created	ID	ウェブサイトURL	アイテムURL	利用条件	サムネイル	機械可読ドキュメント	帰属	viewingDirection	コレクション	IIIFマニフェストURI	ソート用項目	西暦	# of media
考察被劾降調致仕爲民等項官員虛捏奏擾拏問發遣爲民	弘治1.5.11	考察被劾降調致仕爲民等項官員虛捏奏擾拏問發遣爲民	考察拜被劾降調致仕爲民等項官員虛捏奏擾挐問發遣爲民/前件弘治元年五月十一日乞恩辯明風聞毀言誣枉等事	考察竝被劾降調致仕爲民等項官員虛捏奏擾拏問發遣爲民	考察竝被劾降調致仕爲民等項官員虛捏奏擾拏問發遣爲民/前件弘治元年五月十一日乞恩辯明風聞毀言誣枉等事	第9冊	卷42	第2條	0042-00010	A00:6290:9	刑部類	對制上書詐不以實	下-239下表	乙5-684(42-3)	1488-050-11	7581ae28-0881-4365-8932-31186383b6d2	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/7581ae28-0881-4365-8932-31186383b6d2	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/101951/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100395	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7581ae28-0881-4365-8932-31186383b6d2/manifest			5
通行邊關遇有黃包袱口稱赴京進本之人審無實封底箚押回巡撫官究問	弘治1.7	通行邊關遇有黃包袱口稱赴京進本之人審無實封底箚押回巡撫官究問	通行邊關遇有背黃包袱口稱赴京進本之人審無實封底箚押回巡撫等官究問/前件弘治元年七月內地方民情事	通行邊關遇有背黃包袱口稱赴京進本之人審無實封底箚押回巡撫[等]官究問	通行邊關遇有背黃包袱口稱赴京進本之人審無實封底箚押回巡撫等官究問/前件弘治元年七月內地方民情事	第9冊	卷42	第3條	0042-00014	A00:6290:9	刑部類	對制上書詐不以實	下-241下表	乙5-688(42-4)	1488-070-99	140e1bd1-d342-44ba-af31-7273598aeed2	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/140e1bd1-d342-44ba-af31-7273598aeed2	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/103771/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100396	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/140e1bd1-d342-44ba-af31-7273598aeed2/manifest			2
刁徒背黃袱入衙門挾制官吏果無冤枉民發口外爲民軍發邊衞邊衞發極邊衞分充軍職官奏請婦人罪坐夫男幷坐主使之人	弘治1.10	刁徒背黃袱入衙門挾制官吏果無冤枉民發口外爲民軍發邊衞邊衞發極邊衞分充軍職官奏請婦人罪坐夫男幷坐主使之人	刁徒背黃包袱入衙門挾制官吏果無冤枉民發口外爲民軍發邊衞邊衞發極邊衞分充軍職官奏請婦人罪坐夫男幷坐主使之人/前件弘治元年十月內刁民挾制官府事	刁徒背黃袱入衙門挾制官吏果無冤枉民發口外爲民軍發邊衞邊衞發極邊衞分充軍職官奏請婦人罪坐夫男竝坐主使之人	刁徒背黃包袱入衙門挾制官吏果無冤枉民發口外爲民軍發邊衞邊衞發極邊衞分充軍職官奏請婦人罪坐夫男竝坐主使之人/前件弘治元年十月內刁民挾制官府事	第9冊	卷42	第4條	0042-00015	A00:6290:9	刑部類	對制上書詐不以實	下-242上表	乙5-688(42-5)	1488-010-99	4d3e699e-3e08-4986-a0bf-ceb4d63f4f1b	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/4d3e699e-3e08-4986-a0bf-ceb4d63f4f1b	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/101910/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100397	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/4d3e699e-3e08-4986-a0bf-ceb4d63f4f1b/manifest			2
僞造印信假捏文書盜支邊境倉場糧米草料幷包攬坑陷納戶俱發充軍哨嘹例	成化3.8.13	僞造印信假捏文書盜支邊境倉場糧米草料幷包攬坑陷納戶俱發充軍哨嘹例	僞造印信假捏文書盜支邊境倉場糧米草料拜攬包坑陷納戶俱發充軍哨瞭例/前件成化三年八月十三日攬納作弊詐支官糧糧等事	僞造印信假捏文書盜支邊境倉場糧米草料竝包攬坑陷納戶俱發充軍哨嘹例	僞造印信假捏文書盜支邊境倉場糧米草料竝包攬坑陷納戶俱發充軍哨瞭例/前件成化三年八月十三日攬納作弊詐支官糧糧等事	第9冊	卷42	第1條	0042-00016	A00:6290:9	刑部類	僞造印信曆日等	下-242下表	乙5-689(42-6)	1467-080-13	d8d24359-a58f-42b4-8148-36e4013cfb1d	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/d8d24359-a58f-42b4-8148-36e4013cfb1d	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/100810/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100398	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d8d24359-a58f-42b4-8148-36e4013cfb1d/manifest			5
僞造印信批箚假撥吏役充軍爲民	成化23.8.25	僞造印信批箚假撥吏役充軍爲民	僞造印信批箚假撥吏役充軍爲民/前件成化二十三年八月二十五日作弊事	僞造印信批箚假撥吏役充軍爲民	僞造印信批箚假撥吏役充軍爲民/前件成化二十三年八月二十五日作弊事	第9冊	卷42	第2條	0042-00020	A00:6290:9	刑部類	僞造印信曆日等	下-244下表	乙5-692(42-7)	1487-080-25	287566b3-23a1-4493-888a-7eb14a8e9da5	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/287566b3-23a1-4493-888a-7eb14a8e9da5	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/102759/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100399	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/287566b3-23a1-4493-888a-7eb14a8e9da5/manifest			6
僞造工部印信批迴誆騙財物徒罪枷號參箇月	弘治1.2	僞造工部印信批迴誆騙財物徒罪枷號參箇月	僞造工部印信批迴誆騙財物徒罪枷號三箇月/前件弘治元年二月內僞造印信假寫批迴事	僞造工部印信批迴誆騙財物徒罪枷號參個月	僞造工部印信批迴誆騙財物徒罪枷號三個月/前件弘治元年二月內僞造印信假寫批迴事	第9冊	卷42	第3條	0042-00025	A00:6290:9	刑部類	僞造印信曆日等	下-247上表	乙5-696(42-8)	1488-020-99	13d3788c-9241-401c-bc78-6a3950a8d9a5	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/13d3788c-9241-401c-bc78-6a3950a8d9a5	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/104217/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100400	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/13d3788c-9241-401c-bc78-6a3950a8d9a5/manifest			1
申明假印批文誆騙犯該雜犯死罪枷號	弘治1.3	申明假印批文誆騙犯該雜犯死罪枷號	申明假印批文誆騙犯該雜犯死罪枷號/前件弘治元年三月內僞造假印包攬批文勘合事	申明假印批文誆騙犯該雜犯死罪枷號	申明假印批文誆騙犯該雜犯死罪枷號/前件弘治元年三月內僞造假印包攬批文勘合事	第9冊	卷42	第4條	0042-00026	A00:6290:9	刑部類	僞造印信曆日等	下-247下表	乙5-697(42-9)	1488-030-99	36d86d71-cb45-4888-9dee-101ff89824aa	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/36d86d71-cb45-4888-9dee-101ff89824aa	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/102857/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100401	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/36d86d71-cb45-4888-9dee-101ff89824aa/manifest			1
詐僞欽降	弘治4.10.10	詐僞欽降	僞造欽降/前件弘治四年十月初十日公務事	(詐)僞[造]欽降[鎭守巡撫關防]	僞造欽降[鎭守巡撫關防]/前件弘治四年十月初十日公務事	第9冊	卷42	第5條	0042-00027	A00:6290:9	刑部類	僞造印信曆日等	下-248上表	乙5-697(42-10)	1491-100-10	f52b0105-6731-478d-be8d-2dd862b84e9a	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/f52b0105-6731-478d-be8d-2dd862b84e9a	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/101086/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100402	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f52b0105-6731-478d-be8d-2dd862b84e9a/manifest			3
在京衙門吏役有犯僞造幷盜用欽降關防印記者枷號三箇月滿日發落	弘治7.4.9	在京衙門吏役有犯僞造幷盜用欽降關防印記者枷號三箇月滿日發落	在京衙門吏役有犯僞造拜盜用欽降關防印記者枷號三箇月滿日發落/前件弘治七年四月初九日緝訪事	在京衙門吏役有犯僞造竝盜用欽降關防印記者枷號三個月滿日發落	在京衙門吏役有犯僞造竝盜用欽降關防印記者枷號三個月滿日發落/前件弘治七年四月初九日緝訪事	第9冊	卷42	第6條	0042-00029	A00:6290:9	刑部類	僞造印信曆日等	下-249上表	乙5-698(42-11)	1494-040-09	35409d22-110f-4709-b90e-ecaee9db4d43	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/35409d22-110f-4709-b90e-ecaee9db4d43	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/104208/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100403	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/35409d22-110f-4709-b90e-ecaee9db4d43/manifest			2
禁約私鑄銅錢例	成化12.12.26	禁約私鑄銅錢例	禁約私鑄銅錢例/前件成化十二年十二月二十六日陳言事	禁約私鑄銅錢例	禁約私鑄銅錢例/前件成化十二年十二月二十六日陳言事	第9冊	卷42	第1條	0042-00030	A00:6290:9	刑部類	私鑄銅錢	下-249下表	乙5-700(42-12)	1476-120-26	9c413a27-2e05-4570-a245-701392b4d74e	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/9c413a27-2e05-4570-a245-701392b4d74e	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/103250/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100404	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/9c413a27-2e05-4570-a245-701392b4d74e/manifest			3
私鑄銅錢枷號充軍	成化13.6.16	私鑄銅錢枷號充軍	私鑄銅錢枷號充軍/前件成化十三年六月十六日私鑄銅錢事	私鑄銅錢枷號充軍	私鑄銅錢枷號充軍/前件成化十三年六月十六日私鑄銅錢事	第9冊	卷42	第2條	0042-00032	A00:6290:9	刑部類	私鑄銅錢	下-250下表	乙5-701(42-13)	1477-060-16	9b3d837b-759b-4330-9777-dbe9e8f94d3b	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/9b3d837b-759b-4330-9777-dbe9e8f94d3b	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/102862/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100405	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/9b3d837b-759b-4330-9777-dbe9e8f94d3b/manifest			2
通行禁約私鑄銅錢若爲從及知情買使者俱枷號充軍例	成化14.8.17	通行禁約私鑄銅錢若爲從及知情買使者俱枷號充軍例	通行禁約私鑄銅錢若爲從及知情買使者俱枷號充軍例/前件成化十四年八月十七日訪獲興販假錢事	通行禁約私鑄銅錢若爲從及知情買使者俱枷號充軍例	通行禁約私鑄銅錢若爲從及知情買使者俱枷號充軍例/前件成化十四年八月十七日訪獲興販假錢事	第9冊	卷42	第3條	0042-00033	A00:6290:9	刑部類	私鑄銅錢	下-251上表	乙5-702(42-14)	1478-080-17	2f234602-3fd9-47b7-9cc3-ac80408c4576	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/2f234602-3fd9-47b7-9cc3-ac80408c4576	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/103063/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100406	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2f234602-3fd9-47b7-9cc3-ac80408c4576/manifest			4
挑揀幷僞造銅錢枷號例	成化16.12.19	挑揀幷僞造銅錢枷號例	執揀幷僞造銅錢枷號例/前件成化十六年十二月十九日疏通便益軍民殄息盜情等事	挑揀竝僞造銅錢枷號例	(執)[挑]揀竝僞造銅錢枷號例/前件成化十六年十二月十九日疏通[錢法]便益軍民殄息盜情等事	第9冊	卷42	第4條	0042-00036	A00:6290:9	刑部類	私鑄銅錢	下-252下表	乙5-704(42-15)	1480-120-19	31e94386-7156-4b76-b6b2-ad670c0ea286	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/31e94386-7156-4b76-b6b2-ad670c0ea286	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/103052/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100407	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/31e94386-7156-4b76-b6b2-ad670c0ea286/manifest			3
內外私鑄新錢販賣及行使者通枷號例	成化17.2.13	內外私鑄新錢販賣及行使者通枷號例	內外私鑄新錢販使及行使者通枷號例/前件成化十七年二月十三日疏通錢法事	內外私鑄新錢販賣及行使者通枷號例	內外私鑄新錢販[賣]及行使者通枷號例/前件成化十七年二月十三日疏通錢法事	第9冊	卷42	第5條	0042-00038	A00:6290:9	刑部類	私鑄銅錢	下-253下表	乙5-706(42-16)	1481-020-13	25358a36-e87b-4fdd-86c5-8aa9d65c8938	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/25358a36-e87b-4fdd-86c5-8aa9d65c8938	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/101742/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100408	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/25358a36-e87b-4fdd-86c5-8aa9d65c8938/manifest			3
僞造假銀及知情行使之人各枷號一箇月滿日發落例	弘治4.8.24	僞造假銀及知情行使之人各枷號一箇月滿日發落例	僞造假銀及知情行使之人各枷號一箇月滿日發落例/前件弘治四年八月二十四日立法禁約行使假銀事	僞造假銀及知情行使之人各枷號一個月滿日發落例	僞造假銀及知情行使之人各枷號一個月滿日發落例/前件弘治四年八月二十四日立法禁約行使假銀事	第9冊	卷42	第6條	0042-00040	A00:6290:9	刑部類	私鑄銅錢	下-254下表	乙5-708(42-17)	1491-080-24	8c70ba16-a896-4bf5-8d3d-45c72afac528	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/8c70ba16-a896-4bf5-8d3d-45c72afac528	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/103136/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100409	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8c70ba16-a896-4bf5-8d3d-45c72afac528/manifest			3
詐稱錦衣衞校尉占宿公館訪察事務要妄拏平人嚇詐財物者問罪連當房家小發邊衞充軍例	成化9.7.22	詐稱錦衣衞校尉占宿公館訪察事務要妄拏平人嚇詐財物者問罪連當房家小發邊衞充軍例	詐稱錦衣衞校尉占宿公館訪察事務要妄拏平人詐稱財物者問罪連當房家小發邊衞充軍例/前件成化九年七月二十二日巡捕事	詐稱錦衣衞校尉佔宿公館訪察事務要妄拏平人嚇詐財物者問罪連當房家小發邊衞充軍例	詐稱錦衣衞校尉佔宿公館訪察事務要妄拏平人嚇詐(稱)財物者問罪連當房家小發邊衞充軍例/前件成化九年七月二十二日巡捕事	第9冊	卷42	第1條	0042-00042	A00:6290:9	刑部類	詐假官	下-255下表	乙5-710(42-18)	1473-070-22	8a722155-b6b3-4dcf-abc5-99e570f9f04b	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/8a722155-b6b3-4dcf-abc5-99e570f9f04b	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/101250/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100410	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8a722155-b6b3-4dcf-abc5-99e570f9f04b/manifest			5
假稱太監名頭誆取財物枷號充軍	成化14.2.18	假稱太監名頭誆取財物枷號充軍	詐稱太監名頭誆取財物枷號充軍/前件成化十四年二月十八日禁革詐冒奸弊事	(假)[詐]稱太監名頭誆取財物枷號充軍	詐稱太監名頭誆取財物枷號充軍/前件成化十四年二月十八日禁革詐冒奸弊事	第9冊	卷42	第2條	0042-00047	A00:6290:9	刑部類	詐假官	下-258上表	乙5-714(42-19)	1478-020-18	9d6b85fe-99b9-49ed-81f2-472e9e6a15ce	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/9d6b85fe-99b9-49ed-81f2-472e9e6a15ce	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/101615/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100411	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/9d6b85fe-99b9-49ed-81f2-472e9e6a15ce/manifest			2
詐稱皇親馳驛索取財物處決充軍	成化17.5.7	詐稱皇親馳驛索取財物處決充軍	詐稱皇親馳驛索取財物處決充軍/前件成化十七年五月初七日強搶人口事	詐稱皇親馳驛索取財物處決充軍	詐稱皇親馳驛索取財物處決充軍/前件成化十七年五月初七日強搶人口事	第9冊	卷42	第3條	0042-00049	A00:6290:9	刑部類	詐假官	下-259上表	乙5-715(42-20)	1481-050-07	e640bfb1-944c-4a12-94ca-31e27148f3f7	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/e640bfb1-944c-4a12-94ca-31e27148f3f7	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/103181/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100412	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e640bfb1-944c-4a12-94ca-31e27148f3f7/manifest			6
